PeakID (cmd=annotatePeaks.pl gain_I315IvI315X.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
13436	chr20	39823251	39823750	+	0	NA	Intergenic	Intergenic	-180961	NR_109937	100505663	Hs.559348	NR_109936	ENSG00000237767	LINC01370	HI-LNC25|HILNC25	long intergenic non-protein coding RNA 1370	ncRNA
12960	chr17	64296127	64296626	+	0	NA	Intergenic	Intergenic	-33116	NM_001288732	55852	Hs.175414	NM_018469	ENSG00000136478	TEX2	HT008|TMEM96	testis expressed 2	protein-coding
18698	chr17	20059642	20060141	+	0	NA	intron (NM_001243439, intron 1 of 14)	AluJr4|SINE|Alu	-27131	NM_001033553	92521	Hs.431045	NM_152904	ENSG00000128487	SPECC1	CYTSB|HCMOGT-1|HCMOGT1|NSP	sperm antigen with calponin homology and coiled-coil domains 1	protein-coding
4150	chr7	132998782	132999281	+	0	NA	intron (NM_001317177, intron 3 of 8)	intron (NM_001317177, intron 3 of 8)	35884	NR_037427	100500804		NR_037427	ENSG00000284135	MIR3654	-	microRNA 3654	ncRNA
2533	chr15	58346362	58346861	+	0	NA	Intergenic	Intergenic	-85380	NM_000236	3990	Hs.654472	NM_000236	ENSG00000166035	LIPC	HDLCQ12|HL|HTGL|LIPH	lipase C, hepatic type	protein-coding
18903	chr12	108580365	108580864	+	0	NA	Intergenic	L1ME4b|LINE|L1	17470	NM_181724	338773	Hs.449718	NM_181724	ENSG00000183160	TMEM119	OBIF	transmembrane protein 119	protein-coding
16570	chr2	32573300	32573799	+	0	NA	intron (NR_125793, intron 1 of 1)	intron (NR_125793, intron 1 of 1)	1269	NR_125793	103752586	Hs.666092	NR_125793	ENSG00000279897	BIRC6-AS2	linc-birc6|megamind	BIRC6 antisense RNA 2	ncRNA
28451	chr4	153249088	153249587	+	0	NA	intron (NM_001302693, intron 1 of 2)	CpG	-8022	NM_001302694	23321	Hs.435711	NM_015271	ENSG00000109654	TRIM2	CMT2R|RNF86	tripartite motif containing 2	protein-coding
6511	chr12	76105472	76105971	+	0	NA	Intergenic	Intergenic	-21036	NM_139207	4673	Hs.524599	NM_004537	ENSG00000187109	NAP1L1	NAP1|NAP1L|NRP	nucleosome assembly protein 1 like 1	protein-coding
20068	chr15	58260188	58260687	+	0	NA	Intergenic	Intergenic	122056	NM_001320635	366	Hs.104624	NM_020980	ENSG00000103569	AQP9	AQP-9|HsT17287|SSC1|T17287	aquaporin 9	protein-coding
18269	chr10	112752269	112752768	+	0	NA	TTS (NM_001365714)	TTS (NM_001365714)	-70978	NR_120684	103344931	Hs.458447	NR_120684	ENSG00000260917	LOC103344931	-	uncharacterized LOC103344931	ncRNA
24600	chr21	15221969	15222468	+	0	NA	Intergenic	Intergenic	-157218	NM_003489	8204	Hs.155017	NM_003489	ENSG00000180530	NRIP1	CAKUT3|RIP140	nuclear receptor interacting protein 1	protein-coding
12807	chr12	42776413	42776912	+	0	NA	Intergenic	Intergenic	84446	NR_135028	105369739	Hs.126660	NR_135028	ENSG00000257114	LINC02450	-	long intergenic non-protein coding RNA 2450	ncRNA
18944	chr10	63369602	63370101	+	0	NA	intron (NM_001322258, intron 2 of 24)	MER77B|LTR|ERVL	3197	NR_031566	100302150		NR_031566	ENSG00000221063	MIR1296	MIRN1296|hsa-mir-1296|mir-1296	microRNA 1296	ncRNA
5660	chr4	71664317	71664816	+	0	NA	Intergenic	MER39|LTR|ERV1	119513	NM_000583	2638	Hs.418497	NM_000583	ENSG00000145321	GC	DBP|DBP-maf|DBP/GC|GRD3|Gc-MAF|GcMAF|HEL-S-51|VDB|VDBG|VDBP	GC vitamin D binding protein	protein-coding
10419	chr1	117232499	117232998	+	0	NA	Intergenic	Intergenic	-21788	NM_001253850	79679	Hs.546434	NM_024626	ENSG00000134258	VTCN1	B7-H4|B7H4|B7S1|B7X|B7h.5|PRO1291|VCTN1	V-set domain containing T cell activation inhibitor 1	protein-coding
18553	chr13	59458806	59459305	+	0	NA	Intergenic	Intergenic	-553663	NR_109838	100874195	Hs.664101	NR_046539	ENSG00000227528	DIAPH3-AS1	-	DIAPH3 antisense RNA 1	ncRNA
6771	chr11	112249977	112250476	+	0	NA	intron (NM_001145024, intron 3 of 3)	(T)n|Simple_repeat|Simple_repeat	-10039	NR_133566	100132686	Hs.650455	NR_133566	ENSG00000268472	LOC100132686	-	uncharacterized LOC100132686	ncRNA
4195	chr11	28049275	28049774	+	0	NA	intron (NM_031217, intron 13 of 16)	intron (NM_031217, intron 13 of 16)	-7291	NR_030341	693195		NR_030341	ENSG00000207874	MIR610	MIRN610|hsa-mir-610	microRNA 610	ncRNA
20962	chr2	29615096	29615595	+	0	NA	intron (NM_004304, intron 3 of 28)	MIR|SINE|MIR	-139968	NR_136317	105374389	Hs.196534	NR_136317		LOC105374389	-	uncharacterized LOC105374389	ncRNA
19700	chr15	79612688	79613187	+	0	NA	Intergenic	ERVL-E-int|LTR|ERVL	180421	NM_015206	23251	Hs.301654	NM_015206	ENSG00000169330	MINAR1	KIAA1024|UBTOR	membrane integral NOTCH2 associated receptor 1	protein-coding
21802	chr6	131159559	131160058	+	0	NA	intron (NM_016377, intron 2 of 7)	MER58A|DNA|hAT-Charlie	24341	NM_016377	9465	Hs.486483	NM_004842	ENSG00000118507	AKAP7	AKAP15|AKAP18	A-kinase anchoring protein 7	protein-coding
2180	chr6	1839264	1839763	+	0	NA	intron (NM_001253846, intron 7 of 10)	intron (NM_001253846, intron 7 of 10)	229598	NM_001453	2296	Hs.348883	NM_001453	ENSG00000054598	FOXC1	ARA|ASGD3|FKHL7|FREAC-3|FREAC3|IGDA|IHG1|IRID1|RIEG3	forkhead box C1	protein-coding
8935	chr8	73419778	73420277	+	0	NA	promoter-TSS (NR_038406)	promoter-TSS (NR_038406)	-47	NR_038406	100128126	Hs.679921	NR_038406	ENSG00000253302	STAU2-AS1	-	STAU2 antisense RNA 1	ncRNA
2096	chr3	133452902	133453401	+	0	NA	intron (NM_003571, intron 4 of 6)	intron (NM_003571, intron 4 of 6)	2625	NR_135278	85003	Hs.659202	NR_135276	ENSG00000249993	BFSP2-AS1	-	BFSP2 antisense RNA 1	ncRNA
2586	chr6	12371506	12372005	+	0	NA	Intergenic	Intergenic	81394	NM_001168319	1906	Hs.511899	NM_001955	ENSG00000078401	EDN1	ARCND3|ET1|HDLCQ7|PPET1|QME	endothelin 1	protein-coding
3181	chr17	30271060	30271559	+	0	NA	exon (NM_000386, exon 10 of 12)	exon (NM_000386, exon 10 of 12)	20635	NM_000386	642	Hs.371914	NM_000386	ENSG00000108578	BLMH	BH|BMH	bleomycin hydrolase	protein-coding
10168	chr12	46101038	46101537	+	0	NA	Intergenic	MLT2B3|LTR|ERVL	-110713	NM_004719	9169	Hs.210367	NM_004719	ENSG00000139218	SCAF11	CASP11|SFRS2IP|SIP1|SRRP129|SRSF2IP	SR-related CTD associated factor 11	protein-coding
28233	chr13	33312090	33312589	+	0	NA	intron (NM_001243476, intron 5 of 17)	UCON31|Unknown|Unknown	22927	NR_146541	105370154		NR_146541		LINC02344	-	long intergenic non-protein coding RNA 2344	ncRNA
6649	chr13	28537062	28537561	+	0	NA	Intergenic	Intergenic	-42183	NM_001160030	2321	Hs.594454	NM_002019	ENSG00000102755	FLT1	FLT|FLT-1|VEGFR-1|VEGFR1	fms related tyrosine kinase 1	protein-coding
25862	chr10	127080673	127081172	+	0	NA	intron (NM_001290223, intron 23 of 51)	intron (NM_001290223, intron 23 of 51)	115669	NM_001039762	642938	Hs.613882	NM_001039762	ENSG00000188916	INSYN2A	C10orf141|FAM196A|INSYN2	inhibitory synaptic factor 2A	protein-coding
7411	chr7	96833931	96834430	+	0	NA	Intergenic	Intergenic	-124289	NM_006304	7979	Hs.489201	NM_006304	ENSG00000127922	SEM1	C7orf76|DSS1|ECD|SHFD1|SHFM1|SHSF1|Shfdg1	SEM1 26S proteasome complex subunit	protein-coding
2849	chr4	125719933	125720432	+	0	NA	Intergenic	Intergenic	212923	NR_031746	100302267		NR_031746	ENSG00000283550	MIR2054	hsa-mir-2054	microRNA 2054	ncRNA
13949	chr7	83806451	83806950	+	0	NA	Intergenic	Intergenic	-157561	NM_012431	9723	Hs.440730	NM_012431	ENSG00000170381	SEMA3E	M-SEMAH|M-SemaK|SEMAH|coll-5	semaphorin 3E	protein-coding
22596	chr7	48078405	48078904	+	0	NA	Intergenic	L1MD2|LINE|L1	-9949	NM_001362774	7378	Hs.488240	NM_003364	ENSG00000183696	UPP1	UDRPASE|UP|UPASE|UPP	uridine phosphorylase 1	protein-coding
28492	chr15	101105147	101105646	+	0	NA	Intergenic	Intergenic	146652	NM_014918	22856	Hs.110488	NM_014918	ENSG00000131873	CHSY1	CHSY|CSS1|ChSy-1|TPBS	chondroitin sulfate synthase 1	protein-coding
2177	chr3	41363114	41363613	+	0	NA	intron (NM_001322500, intron 35 of 35)	intron (NM_001322500, intron 35 of 35)	163858	NM_001098210	1499	Hs.476018	NM_001904	ENSG00000168036	CTNNB1	CTNNB|EVR7|MRD19|NEDSDV|armadillo	catenin beta 1	protein-coding
15547	chr10	29895379	29895878	+	0	NA	Intergenic	Intergenic	-158692	NM_001323599	6840	Hs.499209	NM_003174	ENSG00000197321	SVIL	-	supervillin	protein-coding
19870	chr2	161080380	161080879	+	0	NA	Intergenic	AluSz|SINE|Alu	-56326	NM_133484	10010	Hs.132257	NM_004180	ENSG00000136560	TANK	I-TRAF|ITRAF|TRAF2	TRAF family member associated NFKB activator	protein-coding
21772	chr3	116181148	116181647	+	0	NA	intron (NM_001318915, intron 1 of 8)	intron (NM_001318915, intron 1 of 8)	-178627	NR_109998	101926903	Hs.26479	NR_109998	ENSG00000240922	LSAMP-AS1	-	LSAMP antisense RNA 1	ncRNA
13264	chr1	161866135	161866634	+	0	NA	intron (NM_007348, intron 14 of 15)	intron (NM_007348, intron 14 of 15)	100064	NM_007348	22926	Hs.492740	NM_007348	ENSG00000118217	ATF6	ACHM7|ATF6A	activating transcription factor 6	protein-coding
27180	chr8	126660624	126661123	+	0	NA	Intergenic	LTR32|LTR|ERVL	-102395	NM_174911	157638	Hs.124951	NM_174911	ENSG00000168672	LRATD2	BCMP101|FAM84B|NSE2	LRAT domain containing 2	protein-coding
5506	chr16	14219987	14220486	+	0	NA	intron (NM_001308142, intron 8 of 16)	intron (NM_001308142, intron 8 of 16)	33550	NM_001365413	57496	Hs.49143	NM_014048	ENSG00000186260	MRTFB	MKL2|MRTF-B|NPD001	myocardin related transcription factor B	protein-coding
26893	chr13	48121690	48122189	+	0	NA	Intergenic	MIRc|SINE|MIR	-26798	NM_001270629	29079	Hs.181112	NM_014166	ENSG00000136146	MED4	ARC36|DRIP36|HSPC126|TRAP36|VDRIP	mediator complex subunit 4	protein-coding
20613	chr8	73412854	73413353	+	0	NA	Intergenic	Intergenic	-6971	NR_038406	100128126	Hs.679921	NR_038406	ENSG00000253302	STAU2-AS1	-	STAU2 antisense RNA 1	ncRNA
5100	chr5	148623635	148624134	+	0	NA	intron (NM_001040172, intron 1 of 5)	L3b|LINE|CR1	13177	NM_199453	3360	Hs.483773	NM_000870	ENSG00000164270	HTR4	5-HT4|5-HT4R	5-hydroxytryptamine receptor 4	protein-coding
29440	chr13	76515958	76516457	+	0	NA	Intergenic	LTR78|LTR|ERV1	370198	NM_138444	115207	Hs.644125	NM_138444	ENSG00000178695	KCTD12	C13orf2|PFET1|PFETIN	potassium channel tetramerization domain containing 12	protein-coding
10032	chr7	54987777	54988276	+	0	NA	Intergenic	L2c|LINE|L2	-30991	NM_005228	1956	Hs.488293	NM_005228	ENSG00000146648	EGFR	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	epidermal growth factor receptor	protein-coding
7269	chr7	94698226	94698725	+	0	NA	Intergenic	Intergenic	42105	NM_001184962	23089	Hs.147492	NM_015068	ENSG00000242265	PEG10	EDR|HB-1|MEF3L|Mar2|Mart2|RGAG3|RTL2|SIRH1	paternally expressed 10	protein-coding
1727	chr11	106386817	106387316	+	0	NA	Intergenic	Intergenic	135659	NR_120551	101928535	Hs.409078	NR_120551	ENSG00000254811	LOC101928535	-	uncharacterized LOC101928535	ncRNA
1003	chr7	7176367	7176866	+	0	NA	Intergenic	Intergenic	-5999	NM_020156	56913	Hs.239666	NM_020156	ENSG00000106392	C1GALT1	C1GALT|T-synthase	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	protein-coding
25780	chr12	102879094	102879593	+	0	NA	intron (NM_000277, intron 3 of 12)	intron (NM_000277, intron 3 of 12)	37901	NM_000277	5053	Hs.560019	NM_000277	ENSG00000171759	PAH	PH|PKU|PKU1	phenylalanine hydroxylase	protein-coding
17272	chr5	81905936	81906435	+	0	NA	Intergenic	MLT1N2|LTR|ERVL-MaLR	-65838	NM_031482	83734	Hs.713698	NM_031482	ENSG00000152348	ATG10	APG10|APG10L|pp12616	autophagy related 10	protein-coding
23104	chr6	113441905	113442404	+	0	NA	Intergenic	Intergenic	-8707	NR_149098	105377957	Hs.25088	NR_149098	ENSG00000232316	LINC02518	-	long intergenic non-protein coding RNA 2518	ncRNA
9747	chr15	52343820	52344319	+	0	NA	intron (NM_000259, intron 30 of 40)	MIR|SINE|MIR	-48265	NM_018728	55930	Hs.487036	NM_018728	ENSG00000128833	MYO5C	-	myosin VC	protein-coding
1672	chr2	38466894	38467393	+	0	NA	intron (NR_110259, intron 4 of 4)	intron (NR_110259, intron 4 of 4)	35849	NR_146454	100996902	Hs.128280	NR_146454	ENSG00000235009	LINC01883	-	long intergenic non-protein coding RNA 1883	ncRNA
16722	chr7	109964707	109965206	+	0	NA	Intergenic	Tigger3b|DNA|TcMar-Tigger	-4743	NR_003024	442720	Hs.530096	NR_003024	ENSG00000237064	EIF3IP1	RG208K23	eukaryotic translation initiation factor 3 subunit I pseudogene 1	pseudo
15368	chr18	41075053	41075552	+	0	NA	Intergenic	MamGypLTR3|LTR|Gypsy	445375	NR_002838	641516	Hs.116612	NR_002838	ENSG00000267313	KC6	-	keratoconus gene 6	ncRNA
20208	chr3	177852355	177852854	+	0	NA	intron (NR_110826, intron 1 of 2)	intron (NR_110826, intron 1 of 2)	35739	NR_110826	102724550	Hs.570526	NR_110826	ENSG00000231574	LINC02015	KCCAT211	long intergenic non-protein coding RNA 2015	ncRNA
18009	chr3	190076968	190077467	+	0	NA	intron (NM_001134418, intron 1 of 14)	intron (NM_001134418, intron 1 of 14)	43680	NM_018192	55214	Hs.374191	NM_018192	ENSG00000090530	P3H2	LEPREL1|MCVD|MLAT4	prolyl 3-hydroxylase 2	protein-coding
790	chr6	73774298	73774797	+	0	NA	intron (NM_001159588, intron 14 of 31)	L1MEh|LINE|L1	78344	NM_133493	135228	Hs.399891	NM_133493	ENSG00000156535	CD109	CPAMD7|p180|r150	CD109 molecule	protein-coding
1945	chr2	231348120	231348619	+	0	NA	intron (NM_001352754, intron 21 of 24)	MLT1D|LTR|ERVL-MaLR	-14339	NR_039937	100616317		NR_039937	ENSG00000263641	MIR4777	-	microRNA 4777	ncRNA
28824	chr1	203440778	203441277	+	0	NA	Intergenic	Intergenic	-34779	NM_201348	5549	Hs.632481	NM_002725	ENSG00000188783	PRELP	MST161|MSTP161|SLRR2A	proline and arginine rich end leucine rich repeat protein	protein-coding
23143	chr3	160982499	160982998	+	0	NA	intron (NM_001317912, intron 3 of 4)	intron (NM_001317912, intron 3 of 4)	112150	NR_134243	151742	Hs.389027	NM_139245	ENSG00000163590	PPM1L	PP2C-epsilon|PP2CE|PPM1-LIKE	protein phosphatase, Mg2+/Mn2+ dependent 1L	protein-coding
12130	chr5	134252626	134253125	+	0	NA	Intergenic	Intergenic	-26802	NM_002715	5515	Hs.105818	NM_002715	ENSG00000113575	PPP2CA	NEDLBA|PP2Ac|PP2CA|PP2Calpha|RP-C	protein phosphatase 2 catalytic subunit alpha	protein-coding
11308	chr6	112877353	112877852	+	0	NA	Intergenic	Intergenic	530272	NM_001013734	442247	Hs.448264	NM_001013734	ENSG00000251258	RFPL4B	RNF211	ret finger protein like 4B	protein-coding
16399	chr9	89686093	89686592	+	0	NA	intron (NR_024280, intron 3 of 5)	intron (NR_024280, intron 3 of 5)	46559	NR_024280	100129066	Hs.125947	NR_024280	ENSG00000237372	UNQ6494	-	uncharacterized LOC100129066	ncRNA
9925	chr11	13760079	13760578	+	0	NA	Intergenic	LTR78|LTR|ERV1	-24058	NR_149108	105376562	Hs.577257	NR_149108	ENSG00000255411	LINC02548	-	long intergenic non-protein coding RNA 2548	ncRNA
14758	chr7	22650988	22651487	+	0	NA	intron (NR_122075, intron 4 of 4)	intron (NR_122075, intron 4 of 4)	14296	NR_122075	401312	Hs.583393	NR_122075	ENSG00000105889	LOC401312	-	uncharacterized LOC401312	ncRNA
19452	chr2	157779721	157780220	+	0	NA	intron (NM_001111067, intron 4 of 10)	intron (NM_001111067, intron 4 of 10)	58660	NM_001347667	90	Hs.470316	NM_001105	ENSG00000115170	ACVR1	ACTRI|ACVR1A|ACVRLK2|ALK2|FOP|SKR1|TSRI	activin A receptor type 1	protein-coding
3654	chr22	21037709	21038208	+	0	NA	Intergenic	LTR24|LTR|ERV1	-3686	NR_030379	693234		NR_030379	ENSG00000207575	MIR649	MIRN649|hsa-mir-649	microRNA 649	ncRNA
15690	chr5	81629948	81630447	+	0	NA	intron (NM_012446, intron 3 of 16)	intron (NM_012446, intron 3 of 16)	121056	NM_001256733	23635	Hs.102735	NM_012446	ENSG00000145687	SSBP2	HSPC116|SOSS-B2	single stranded DNA binding protein 2	protein-coding
28007	chr18	36787558	36788057	+	0	NA	intron (NM_001271955, intron 4 of 4)	intron (NM_001271955, intron 4 of 4)	41195	NM_001271953	25941	Hs.436636	NM_015476	ENSG00000134779	TPGS2	C18orf10|HMFN0601|L17|PGs2	tubulin polyglutamylase complex subunit 2	protein-coding
24583	chr1	235923409	235923908	+	0	NA	Intergenic	Intergenic	-39945	NR_102436	1130	Hs.532411	NM_000081	ENSG00000143669	LYST	CHS|CHS1	lysosomal trafficking regulator	protein-coding
26397	chr9	95746692	95747191	+	0	NA	Intergenic	Tigger5|DNA|TcMar-Tigger	-128750	NM_020207	375748	Hs.432364	NM_020207	ENSG00000182150	ERCC6L2	BMFS2|C9orf102|RAD26L|SR278	ERCC excision repair 6 like 2	protein-coding
894	chr2	230690965	230691464	+	0	NA	non-coding (NR_040038, exon 4 of 4)	non-coding (NR_040038, exon 4 of 4)	9315	NR_040038	151475	Hs.528154	NR_040038	ENSG00000226125	LINC01907	-	long intergenic non-protein coding RNA 1907	ncRNA
15371	chr6	40733217	40733716	+	0	NA	Intergenic	L1ME2z|LINE|L1	-146102	NM_020737	57497	Hs.250015	NM_020737	ENSG00000156564	LRFN2	FIGLER2|KIAA1246|SALM1	leucine rich repeat and fibronectin type III domain containing 2	protein-coding
17754	chr4	41208368	41208867	+	0	NA	intron (NM_173075, intron 1 of 16)	intron (NM_173075, intron 1 of 16)	5925	NM_173075	323	Hs.479602	NM_004307	ENSG00000163697	APBB2	FE65L|FE65L1	amyloid beta precursor protein binding family B member 2	protein-coding
20186	chr7	118080923	118081422	+	0	NA	Intergenic	L2c|LINE|L2	-102992	NM_016200	51691	Hs.655046	NM_016200	ENSG00000128534	LSM8	NAA38	LSM8 homolog, U6 small nuclear RNA associated	protein-coding
14846	chr12	42760544	42761043	+	0	NA	Intergenic	Intergenic	68577	NR_135028	105369739	Hs.126660	NR_135028	ENSG00000257114	LINC02450	-	long intergenic non-protein coding RNA 2450	ncRNA
15154	chr6	47016152	47016651	+	0	NA	intron (NM_153840, intron 8 of 14)	intron (NM_153840, intron 8 of 14)	25931	NM_153840	266977	Hs.733762	NM_025048	ENSG00000153292	ADGRF1	GPR110|KPG_012|PGR19|hGPCR36	adhesion G protein-coupled receptor F1	protein-coding
8338	chr5	116944226	116944725	+	0	NA	Intergenic	Intergenic	-182266	NR_104678	102467223	Hs.570916	NR_104678		LINC02214	-	long intergenic non-protein coding RNA 2214	ncRNA
14481	chr13	110388524	110389023	+	0	NA	intron (NM_001846, intron 4 of 47)	intron (NM_001846, intron 4 of 47)	47815	NR_107040	102465872		NR_107040	ENSG00000276765	MIR8073	hsa-mir-8073	microRNA 8073	ncRNA
16910	chr9	84655517	84656016	+	0	NA	Intergenic	Intergenic	-12692	NM_001291937	4915	Hs.494312	NM_006180	ENSG00000148053	NTRK2	EIEE58|GP145-TrkB|OBHD|TRKB|trk-B	neurotrophic receptor tyrosine kinase 2	protein-coding
7513	chr13	33195136	33195635	+	0	NA	intron (NM_001243476, intron 5 of 17)	intron (NM_001243476, intron 5 of 17)	-9294	NM_001243466	90627	Hs.156551	NM_052851	ENSG00000133121	STARD13	ARHGAP37|DLC2|GT650|LINC00464	StAR related lipid transfer domain containing 13	protein-coding
16290	chr12	88763516	88764015	+	0	NA	Intergenic	Intergenic	-183292	NM_003994	4254	Hs.1048	NM_000899	ENSG00000049130	KITLG	DCUA|DFNA69|FPH2|FPHH|KL-1|Kitl|MGF|SCF|SF|SHEP7|SLF	KIT ligand	protein-coding
6785	chr6	14824851	14825350	+	0	NA	Intergenic	Intergenic	-420969	NM_004973	3720	Hs.269059	NM_004973	ENSG00000008083	JARID2	JMJ	jumonji and AT-rich interaction domain containing 2	protein-coding
11725	chr2	173512999	173513498	+	0	NA	Intergenic	Intergenic	158376	NM_031942	83879	Hs.470654	NM_031942	ENSG00000144354	CDCA7	ICF3|JPO1	cell division cycle associated 7	protein-coding
19306	chr2	48727488	48727987	+	0	NA	intron (NM_000233, intron 3 of 10)	intron (NM_000233, intron 3 of 10)	27987	NM_000233	3973	Hs.468490	NM_000233	ENSG00000138039	LHCGR	HHG|LCGR|LGR2|LH/CG-R|LH/CGR|LHR|LHRHR|LSH-R|ULG5	luteinizing hormone/choriogonadotropin receptor	protein-coding
7773	chr1	62099659	62100158	+	0	NA	intron (NM_001350145, intron 33 of 43)	intron (NM_001350145, intron 33 of 43)	-21052	NR_036059	100422946		NR_036059	ENSG00000283690	MIR3116-2	-	microRNA 3116-2	ncRNA
955	chr5	124554747	124555246	+	0	NA	Intergenic	Intergenic	-116476	NR_125774	103724389	Hs.582211	NR_125774		LINC01170	-	long intergenic non-protein coding RNA 1170	ncRNA
3753	chr2	74917696	74918195	+	0	NA	intron (NR_125792, intron 1 of 4)	L2a|LINE|L2	8814	NR_125792	102724515	Hs.708649	NR_125792	ENSG00000204792	LINC01291	-	long intergenic non-protein coding RNA 1291	ncRNA
17901	chr3	69329826	69330325	+	0	NA	intron (NM_015123, intron 1 of 22)	L2a|LINE|L2	56013	NM_015123	23150	Hs.371681	NM_015123	ENSG00000114541	FRMD4B	6030440G05Rik|GRSP1	FERM domain containing 4B	protein-coding
6496	chr2	48722993	48723492	+	0	NA	intron (NM_000233, intron 6 of 10)	intron (NM_000233, intron 6 of 10)	32482	NM_000233	3973	Hs.468490	NM_000233	ENSG00000138039	LHCGR	HHG|LCGR|LGR2|LH/CG-R|LH/CGR|LHR|LHRHR|LSH-R|ULG5	luteinizing hormone/choriogonadotropin receptor	protein-coding
25549	chr6	156595457	156595956	+	0	NA	Intergenic	LTR81B|LTR|Gypsy	-182149	NM_001346813	57492	Hs.291587	NM_017519	ENSG00000049618	ARID1B	6A3-5|BAF250B|BRIGHT|CSS1|DAN15|ELD/OSA1|MRD12|OSA2|P250R	AT-rich interaction domain 1B	protein-coding
29273	chr9	82903390	82903889	+	0	NA	Intergenic	Intergenic	159503	NM_152573	158158	Hs.129136	NM_152573	ENSG00000165105	RASEF	RAB45	RAS and EF-hand domain containing	protein-coding
27225	chr10	119849333	119849832	+	0	NA	intron (NM_024834, intron 6 of 15)	intron (NM_024834, intron 6 of 15)	23301	NM_024834	79892	Hs.124246	NM_024834	ENSG00000197771	MCMBP	C10orf119|MCM-BP	minichromosome maintenance complex binding protein	protein-coding
23947	chr10	33829194	33829693	+	0	NA	Intergenic	Intergenic	-56763	NR_038932	100505583	Hs.568804	NR_038932	ENSG00000261683	LINC00838	-	long intergenic non-protein coding RNA 838	ncRNA
7033	chr10	73117902	73118401	+	0	NA	intron (NM_001283015, intron 2 of 7)	intron (NM_001283015, intron 2 of 7)	7696	NM_001283014	25961	Hs.533657	NM_015901	ENSG00000166321	NUDT13	-	nudix hydrolase 13	protein-coding
26805	chr8	108238949	108239448	+	0	NA	intron (NM_001568, intron 3 of 12)	AluJb|SINE|Alu	9519	NM_001568	3646	Hs.405590	NM_001568	ENSG00000104408	EIF3E	EIF3-P48|EIF3S6|INT6|eIF3-p46	eukaryotic translation initiation factor 3 subunit E	protein-coding
1348	chr7	46513255	46513754	+	0	NA	Intergenic	Intergenic	183618	NR_134575	730338	Hs.640207	NR_134575	ENSG00000233539	LOC730338	-	uncharacterized LOC730338	ncRNA
26775	chr20	61461519	61462018	+	0	NA	intron (NM_001794, intron 2 of 15)	intron (NM_001794, intron 2 of 15)	-37653	NM_001252338	1002	Hs.473231	NM_001794	ENSG00000179242	CDH4	CAD4|R-CAD|RCAD	cadherin 4	protein-coding
21254	chr4	107367499	107367998	+	0	NA	Intergenic	Intergenic	-331435	NM_014421	27123	Hs.211869	NM_014421	ENSG00000155011	DKK2	DKK-2	dickkopf WNT signaling pathway inhibitor 2	protein-coding
26056	chr12	63764380	63764879	+	0	NA	Intergenic	LTR40a|LTR|ERVL	-15280	NM_014254	10329	Hs.216386	NM_014254	ENSG00000118600	RXYLT1	HP10481|MDDGA10|TMEM5	ribitol xylosyltransferase 1	protein-coding
9328	chr22	24894465	24895404	+	0	NA	intron (NM_001098497, intron 17 of 24)	intron (NM_001098497, intron 17 of 24)	51761	NM_001001663	255349	Hs.329040	NM_001001663	ENSG00000206069	TMEM211	bA9F11.1	transmembrane protein 211	protein-coding
13482	chr2	215904026	215904525	+	0	NA	Intergenic	Intergenic	-60739	NR_037195	646324	Hs.655713	NR_037195	ENSG00000235770	LINC00607	-	long intergenic non-protein coding RNA 607	ncRNA
25386	chr1	90831283	90831782	+	0	NA	non-coding (NR_147930, exon 2 of 2)	non-coding (NR_147930, exon 2 of 2)	4629	NR_147932	105378853	Hs.546492	NR_135038	ENSG00000233593	LINC02609	-	long intergenic non-protein coding RNA 2609	ncRNA
17551	chr7	42315044	42315543	+	0	NA	Intergenic	Intergenic	-78084	NM_000168	2737	Hs.21509	NM_000168	ENSG00000106571	GLI3	ACLS|GCPS|GLI3-190|GLI3FL|PAP-A|PAPA|PAPA1|PAPB|PHS|PPDIV	GLI family zinc finger 3	protein-coding
10354	chr19	42467380	42467879	+	0	NA	intron (NR_073179, intron 1 of 1)	intron (NR_073179, intron 1 of 1)	-24683	NR_133910	284340	Hs.445586	NM_198477	ENSG00000189377	CXCL17	DMC|Dcip1|UNQ473|VCC-1|VCC1	C-X-C motif chemokine ligand 17	protein-coding
5353	chr3	127275283	127275782	+	0	NA	Intergenic	MER52-int|LTR|ERV1	12514	NM_001362810	100419008		NM_001362810		PRR20G	-	proline rich 20G	protein-coding
193	chr13	59774520	59775019	+	0	NA	exon (NM_030932, exon 20 of 21)	exon (NM_030932, exon 20 of 21)	-237949	NR_109838	100874195	Hs.664101	NR_046539	ENSG00000227528	DIAPH3-AS1	-	DIAPH3 antisense RNA 1	ncRNA
10171	chr10	51879260	51879759	+	0	NA	intron (NM_001098512, intron 4 of 17)	intron (NM_001098512, intron 4 of 17)	-179914	NM_015235	23283	Hs.591358	NM_015235	ENSG00000177613	CSTF2T	CstF-64T	cleavage stimulation factor subunit 2 tau variant	protein-coding
