PeakID (cmd=annotatePeaks.pl gain_WTvW281X.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4078	chr7	22610209	22610708	+	0	NA	Intergenic	L2b|LINE|L2	47121	NR_038393	100506178	Hs.668122	NR_038393	ENSG00000232759	LOC100506178	-	uncharacterized LOC100506178	ncRNA
21490	chr8	126926842	126927341	+	0	NA	Intergenic	Intergenic	-86063	NR_045262	100750225	Hs.571530	NR_045262	ENSG00000253438	PCAT1	PCA1|PCAT-1	prostate cancer associated transcript 1	ncRNA
10980	chr5	40641273	40641772	+	0	NA	Intergenic	Tigger2b_Pri|DNA|TcMar-Tigger	-38393	NM_000958	5734	Hs.199248	NM_000958	ENSG00000171522	PTGER4	EP4|EP4R	prostaglandin E receptor 4	protein-coding
19041	chr7	127938537	127939036	+	0	NA	intron (NM_014390, intron 15 of 23)	intron (NM_014390, intron 15 of 23)	-58723	NR_027330	27099	Hs.657377	NM_014411	ENSG00000279078	SND1-IT1	C7orf54|NAG8|NSG-X	SND1 intronic transcript 1	ncRNA
4437	chr6	126091487	126091986	+	0	NA	Intergenic	Intergenic	105196	NM_001031712	60487	Hs.404186	NM_021820	ENSG00000066651	TRMT11	C6orf75|MDS024|TRM11|TRMT11-1	tRNA methyltransferase 11 homolog	protein-coding
26699	chr2	31247618	31248117	+	0	NA	intron (NM_014600, intron 2 of 5)	intron (NM_014600, intron 2 of 5)	13715	NM_014600	30845	Hs.368808	NM_014600	ENSG00000013016	EHD3	PAST3	EH domain containing 3	protein-coding
16061	chr8	94262151	94262650	+	0	NA	promoter-TSS (NM_181702)	promoter-TSS (NM_181702)	-81	NM_181702	2669	Hs.654463	NM_005261	ENSG00000164949	GEM	KIR	GTP binding protein overexpressed in skeletal muscle	protein-coding
939	chr7	10874607	10875106	+	0	NA	Intergenic	MER90a|LTR|ERV1	65297	NM_002489	4697	Hs.50098	NM_002489	ENSG00000189043	NDUFA4	CI-9k|CI-MLRQ|COXFA4|MLRQ	NDUFA4 mitochondrial complex associated	protein-coding
7737	chr1	219382139	219382638	+	0	NA	Intergenic	AluY|SINE|Alu	174936	NR_135822	102723886	Hs.525963	NR_135822		LYPLAL1-AS1	-	LYPLAL1 antisense RNA 1	ncRNA
5776	chr2	9310311	9310810	+	0	NA	intron (NM_003887, intron 3 of 27)	intron (NM_003887, intron 3 of 27)	103748	NM_003887	8853	Hs.555902	NM_003887	ENSG00000151693	ASAP2	AMAP2|CENTB3|DDEF2|PAG3|PAP|Pap-alpha|SHAG1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	protein-coding
31992	chr17	69763424	69763923	+	0	NA	intron (NR_109972, intron 3 of 4)	Helitron3Na_Mam|RC|Helitron	169686	NR_109971	101928122	Hs.579342	NR_109971	ENSG00000227517	LINC01483	-	long intergenic non-protein coding RNA 1483	ncRNA
11574	chr3	156718823	156719322	+	0	NA	Intergenic	LTR85c|LTR|Gypsy?	42408	NM_001184718	25976	Hs.744050	NM_015508	ENSG00000163659	TIPARP	ARTD14|PARP7|pART14	TCDD inducible poly(ADP-ribose) polymerase	protein-coding
28992	chr12	69097877	69098376	+	0	NA	Intergenic	L2|LINE|L2	-134886	NM_001874	1368	Hs.654387	NM_001874	ENSG00000135678	CPM	-	carboxypeptidase M	protein-coding
21818	chr2	26442688	26443187	+	0	NA	intron (NM_145038, intron 8 of 16)	intron (NM_145038, intron 8 of 16)	35187	NM_004802	9381	Hs.91608	NM_004802	ENSG00000115155	OTOF	AUNB1|DFNB6|DFNB9|FER1L2|NSRD9	otoferlin	protein-coding
22114	chr13	48131468	48131967	+	0	NA	Intergenic	Intergenic	-36576	NM_001270629	29079	Hs.181112	NM_014166	ENSG00000136146	MED4	ARC36|DRIP36|HSPC126|TRAP36|VDRIP	mediator complex subunit 4	protein-coding
34182	chr6	14429288	14429787	+	0	NA	Intergenic	LTR16C|LTR|ERVL	-144083	NR_108097	102216342	Hs.563409	NR_108096	ENSG00000226673	LINC01108	LncRNA-ES1	long intergenic non-protein coding RNA 1108	ncRNA
32846	chr10	4438879	4439378	+	0	NA	Intergenic	Intergenic	32659	NR_108056	100507059	Hs.158438	NR_108054	ENSG00000224382	LINC00703	-	long intergenic non-protein coding RNA 703	ncRNA
32405	chr6	35534744	35535243	+	0	NA	Intergenic	AluJr|SINE|Alu	-22097	NM_001289395	7287	Hs.485208	NM_003322	ENSG00000112041	TULP1	LCA15|RP14|TUBL1	TUB like protein 1	protein-coding
22263	chr2	226435845	226436344	+	0	NA	Intergenic	Intergenic	222699	NR_049887	100847053		NR_049887	ENSG00000263363	MIR5702	-	microRNA 5702	ncRNA
26826	chr4	84814346	84814845	+	0	NA	intron (NM_014991, intron 13 of 67)	MER44B|DNA|TcMar-Tigger	-151021	NR_152774	404201	Hs.46730	NM_205857	ENSG00000180769	WDFY3-AS2	C4orf12|FBI4|NCRNA00247	WDFY3 antisense RNA 2	ncRNA
11645	chr6	71103891	71104390	+	0	NA	Intergenic	MLT1A0|LTR|ERVL-MaLR	-147080	NM_080742	135152	Hs.713609	NM_080742	ENSG00000112309	B3GAT2	GLCATS	beta-1,3-glucuronyltransferase 2	protein-coding
2258	chr11	14015589	14016088	+	0	NA	intron (NM_006108, intron 2 of 15)	intron (NM_006108, intron 2 of 15)	53115	NM_006108	10418	Hs.643864	NM_006108	ENSG00000262655	SPON1	VSGP/F-spondin|f-spondin	spondin 1	protein-coding
25555	chr12	4013560	4014059	+	0	NA	Intergenic	Intergenic	-140361	NM_001286521	57097	Hs.657268	NM_020367	ENSG00000111224	PARP11	ARTD11|C12orf6|MIB006	poly(ADP-ribose) polymerase family member 11	protein-coding
28849	chr6	53250766	53251265	+	0	NA	Intergenic	Intergenic	-25978	NR_049866	100847075		NR_049866	ENSG00000264056	MIR5685	-	microRNA 5685	ncRNA
21294	chr4	128358802	128359301	+	0	NA	Intergenic	Intergenic	-68965	NR_125882	100507487	Hs.549644	NR_125882	ENSG00000251432	LINC02615	-	long intergenic non-protein coding RNA 2615	ncRNA
31849	chr17	66127095	66127594	+	0	NA	intron (NM_001353129, intron 6 of 26)	intron (NM_001353129, intron 6 of 26)	64548	NM_001302891	201134	Hs.408676	NM_145036	ENSG00000154240	CEP112	CCDC46|MACOCO	centrosomal protein 112	protein-coding
23515	chr2	158529194	158529693	+	0	NA	intron (NM_001005476, intron 1 of 20)	intron (NM_001005476, intron 1 of 20)	72491	NM_001005476	8502	Hs.407580	NM_003628	ENSG00000144283	PKP4	p0071	plakophilin 4	protein-coding
32530	chr12	116631548	116632047	+	0	NA	Intergenic	Intergenic	72416	NM_001085481	643246	Hs.356061	NM_001085481	ENSG00000258102	MAP1LC3B2	ATG8G	microtubule associated protein 1 light chain 3 beta 2	protein-coding
1876	chr2	215535200	215535699	+	0	NA	Intergenic	L1MB3|LINE|L1	81742	NR_110607	102724849	Hs.116161	NR_110607	ENSG00000225166	LOC102724849	-	uncharacterized LOC102724849	ncRNA
16332	chr1	33364073	33364572	+	0	NA	intron (NM_198040, intron 6 of 13)	intron (NM_198040, intron 6 of 13)	11271	NM_001330488	1912	Hs.524271	NM_004427	ENSG00000134686	PHC2	EDR2|HPH2|PH2	polyhomeotic homolog 2	protein-coding
28887	chr20	20894688	20895187	+	0	NA	Intergenic	Intergenic	-182293	NM_020343	57186	Hs.472285	NM_020343	ENSG00000188559	RALGAPA2	AS250|C20orf74|bA287B20.1|dJ1049G11|dJ1049G11.4|p220	Ral GTPase activating protein catalytic alpha subunit 2	protein-coding
31887	chr3	57228319	57228818	+	0	NA	intron (NM_012096, intron 1 of 21)	CpG	839	NM_012096	26060	Hs.476415	NM_012096	ENSG00000157500	APPL1	APPL|DIP13alpha|MODY14	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1	protein-coding
34551	chr20	39885929	39886428	+	0	NA	Intergenic	Intergenic	-118283	NR_109936	100505663	Hs.559348	NR_109936	ENSG00000237767	LINC01370	HI-LNC25|HILNC25	long intergenic non-protein coding RNA 1370	ncRNA
16632	chr4	38424515	38425014	+	0	NA	intron (NR_110951, intron 7 of 7)	intron (NR_110951, intron 7 of 7)	57850	NR_149123	105374410		NR_149123	ENSG00000248227	LINC02513	-	long intergenic non-protein coding RNA 2513	ncRNA
19498	chr22	35561779	35562278	+	0	NA	Intergenic	Intergenic	21197	NM_014310	23551	Hs.474711	NM_014310	ENSG00000100302	RASD2	Rhes|TEM2	RASD family member 2	protein-coding
18033	chr9	121450247	121450746	+	0	NA	Intergenic	Intergenic	49531	NR_003191	2681	Hs.97469	NR_003191	ENSG00000204136	GGTA1P	GGTA|GGTA1|GLYT2|a1/3GTP	glycoprotein alpha-galactosyltransferase 1, pseudogene	pseudo
18939	chr17	50684670	50685169	+	0	NA	intron (NM_003786, intron 29 of 30)	intron (NM_003786, intron 29 of 30)	22995	NM_052855	91369	Hs.463426	NM_052855	ENSG00000154945	ANKRD40	-	ankyrin repeat domain 40	protein-coding
9020	chr9	84116305	84116804	+	0	NA	Intergenic	L1MA3|LINE|L1	53111	NR_110995	101927575	Hs.459826	NR_110995	ENSG00000227463	LOC101927575	-	uncharacterized LOC101927575	ncRNA
16471	chr6	108368527	108369026	+	0	NA	intron (NR_136553, intron 3 of 8)	intron (NR_136553, intron 3 of 8)	73722	NM_001323005	246269	Hs.259666	NM_145315	ENSG00000135537	AFG1L	AFG1|LACE1|c222389	AFG1 like ATPase	protein-coding
20586	chr10	100245493	100245992	+	0	NA	intron (NM_001303404, intron 9 of 12)	intron (NM_001303404, intron 9 of 12)	-8440	NR_002954	677800	Hs.662165	NR_002954	ENSG00000212464	SNORA12	U108	small nucleolar RNA, H/ACA box 12	snoRNA
17240	chr3	64945191	64945690	+	0	NA	intron (NR_038264, intron 4 of 5)	intron (NR_038264, intron 4 of 5)	-257440	NM_001318781	56999	Hs.656071	NM_182920	ENSG00000163638	ADAMTS9	-	ADAM metallopeptidase with thrombospondin type 1 motif 9	protein-coding
11345	chr4	135326305	135326804	+	0	NA	Intergenic	Intergenic	-202995	NR_147187	105377439	Hs.570727	NR_147187		LINC02485	-	long intergenic non-protein coding RNA 2485	ncRNA
23584	chr4	173046859	173047358	+	0	NA	Intergenic	MamRTE1|LINE|RTE-BovB	-121703	NM_017423	51809	Hs.548088	NM_017423	ENSG00000109586	GALNT7	GALNAC-T7|GalNAcT7	polypeptide N-acetylgalactosaminyltransferase 7	protein-coding
19810	chr6	113481407	113481906	+	0	NA	Intergenic	Intergenic	-48209	NR_149098	105377957	Hs.25088	NR_149098	ENSG00000232316	LINC02518	-	long intergenic non-protein coding RNA 2518	ncRNA
5256	chr18	59502468	59502967	+	0	NA	intron (NM_133459, intron 2 of 10)	intron (NM_133459, intron 2 of 10)	-143452	NM_005570	3998	Hs.465295	NM_005570	ENSG00000074695	LMAN1	ERGIC-53|ERGIC53|F5F8D|FMFD1|MCFD1|MR60|gp58	lectin, mannose binding 1	protein-coding
24241	chr16	80718372	80718871	+	0	NA	intron (NM_152342, intron 1 of 6)	intron (NM_152342, intron 1 of 6)	85977	NM_152342	124359	Hs.60257	NM_152342	ENSG00000166446	CDYL2	PCCP1	chromodomain Y like 2	protein-coding
1602	chr11	32087999	32088498	+	0	NA	Intergenic	Intergenic	-2826	NM_002901	5954	Hs.97887	NM_002901	ENSG00000049449	RCN1	HEL-S-84|PIG20|RCAL|RCN	reticulocalbin 1	protein-coding
7335	chr9	16425573	16426072	+	0	NA	intron (NM_017637, intron 6 of 6)	intron (NM_017637, intron 6 of 6)	-149509	NM_001364979	100129385	Hs.586441	NM_001271829	ENSG00000205549	C9orf92	Em:AL513424.1	chromosome 9 open reading frame 92	protein-coding
26478	chr2	201807401	201807900	+	0	NA	intron (NM_001366386, intron 2 of 13)	intron (NM_001366386, intron 2 of 13)	1071	NM_001366386	65061	Hs.348711	NM_139158	ENSG00000138395	CDK15	ALS2CR7|PFTAIRE2|PFTK2	cyclin dependent kinase 15	protein-coding
19517	chr17	20155710	20156209	+	0	NA	promoter-TSS (NM_001243438)	promoter-TSS (NM_001243438)	-113	NM_001033554	92521	Hs.431045	NM_152904	ENSG00000128487	SPECC1	CYTSB|HCMOGT-1|HCMOGT1|NSP	sperm antigen with calponin homology and coiled-coil domains 1	protein-coding
14248	chr3	71190972	71191471	+	0	NA	intron (NR_146142, intron 6 of 19)	intron (NR_146142, intron 6 of 19)	53856	NM_001244814	27086	Hs.59368	NM_032682	ENSG00000114861	FOXP1	12CC4|HSPC215|MFH|QRF1|hFKH1B	forkhead box P1	protein-coding
7052	chr9	22210224	22210723	+	0	NA	Intergenic	MIRc|SINE|MIR	-201160	NM_078487	1030	Hs.72901	NM_004936	ENSG00000147883	CDKN2B	CDK4I|INK4B|MTS2|P15|TP15|p15INK4b	cyclin dependent kinase inhibitor 2B	protein-coding
33290	chr13	48749646	48750145	+	0	NA	Intergenic	Intergenic	95966	NM_001308476	57105	Hs.253706	NM_020377	ENSG00000152207	CYSLTR2	CYSLT2|CYSLT2R|GPCR21|HG57|HPN321|KPG_011|PSEC0146|hGPCR21	cysteinyl leukotriene receptor 2	protein-coding
6470	chr7	106718191	106718690	+	0	NA	Intergenic	Intergenic	-57282	NM_175884	168455	Hs.29692	NM_175884	ENSG00000253276	CCDC71L	C7orf74	coiled-coil domain containing 71 like	protein-coding
7531	chr15	67720449	67720948	+	0	NA	intron (NM_002757, intron 16 of 20)	intron (NM_002757, intron 16 of 20)	-104811	NM_001365915	390598	Hs.451224	NM_001031807	ENSG00000188779	SKOR1	CORL1|FUSSEL15|LBXCOR1	SKI family transcriptional corepressor 1	protein-coding
32253	chr3	135803239	135803738	+	0	NA	Intergenic	Intergenic	-162240	NM_002718	5523	Hs.518155	NM_002718	ENSG00000073711	PPP2R3A	PPP2R3|PR130|PR72	protein phosphatase 2 regulatory subunit B''alpha	protein-coding
6793	chr6	19465701	19466200	+	0	NA	Intergenic	Intergenic	16129	NR_134615	105374960	Hs.519913	NR_134615		LOC105374960	-	uncharacterized LOC105374960	ncRNA
16927	chr8	42221965	42222464	+	0	NA	Intergenic	Intergenic	-14649	NM_000930	5327	Hs.491582	NM_000930	ENSG00000104368	PLAT	T-PA|TPA	plasminogen activator, tissue type	protein-coding
11040	chr1	101043674	101044173	+	0	NA	intron (NR_109849, intron 1 of 4)	L2c|LINE|L2	18077	NR_109849	102606465	Hs.593669	NR_109849		LOC102606465	-	uncharacterized LOC102606465	ncRNA
29491	chr1	70275240	70275739	+	0	NA	intron (NM_030816, intron 10 of 12)	LTR54B|LTR|ERV1	54109	NR_146810	9295	Hs.479693	NM_004768	ENSG00000116754	SRSF11	NET2|SFRS11|dJ677H15.2|p54	serine and arginine rich splicing factor 11	protein-coding
32837	chr4	78543687	78544186	+	0	NA	3' UTR (NM_025074, exon 74 of 74)	3' UTR (NM_025074, exon 74 of 74)	-7834	NM_005139	306	Hs.480042	NM_005139	ENSG00000138772	ANXA3	ANX3	annexin A3	protein-coding
28580	chr10	34760575	34761074	+	0	NA	intron (NM_001184789, intron 1 of 22)	MLT1F1|LTR|ERVL-MaLR	54472	NM_019619	56288	Hs.131489	NM_019619	ENSG00000148498	PARD3	ASIP|Baz|PAR3|PAR3alpha|PARD-3|PARD3A|PPP1R118|SE2-5L16|SE2-5LT1|SE2-5T2	par-3 family cell polarity regulator	protein-coding
5540	chr5	65970708	65971207	+	0	NA	intron (NM_001253697, intron 1 of 25)	L2c|LINE|L2	-25384	NR_028474	100303749	Hs.608060	NR_028474		LOC100303749	-	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae) pseudogene	pseudo
33976	chr10	71434412	71434911	+	0	NA	intron (NM_052836, intron 1 of 12)	intron (NM_052836, intron 1 of 12)	37727	NM_001171932	64072	Hs.656032	NM_022124	ENSG00000107736	CDH23	CDHR23|PITA5|USH1D	cadherin related 23	protein-coding
31580	chr12	94954159	94954658	+	0	NA	Intergenic	Intergenic	49289	NM_018838	55967	Hs.506374	NM_018838	ENSG00000184752	NDUFA12	B17.2|DAP13|MC1DN23	NADH:ubiquinone oxidoreductase subunit A12	protein-coding
9447	chr20	38060462	38060961	+	0	NA	intron (NM_021215, intron 5 of 6)	intron (NM_021215, intron 5 of 6)	26965	NM_021215	58490	Hs.278839	NM_021215	ENSG00000101413	RPRD1B	C20orf77|CREPT|K-H|Kub5-Hera|NET60|dJ1057B20.2	regulation of nuclear pre-mRNA domain containing 1B	protein-coding
10592	chr1	150002140	150002639	+	0	NA	intron (NM_020205, intron 1 of 11)	intron (NM_020205, intron 1 of 11)	8337	NM_020205	56957	Hs.98322	NM_020205	ENSG00000264522	OTUD7B	CEZANNE|ZA20D1	OTU deubiquitinase 7B	protein-coding
30974	chr10	22877250	22877749	+	0	NA	Intergenic	LTR2|LTR|ERV1	-50525	NM_001282747	219681	Hs.659807	NM_173081	ENSG00000165309	ARMC3	CT81|KU-CT-1	armadillo repeat containing 3	protein-coding
22543	chr12	69368184	69368683	+	0	NA	intron (NM_006530, intron 4 of 6)	intron (NM_006530, intron 4 of 6)	8690	NM_006530	8089	Hs.4029	NM_006530	ENSG00000127337	YEATS4	4930573H17Rik|B230215M10Rik|GAS41|NUBI-1|YAF9	YEATS domain containing 4	protein-coding
8718	chr7	24921228	24921727	+	0	NA	intron (NM_015550, intron 1 of 22)	Tigger16b|DNA|TcMar-Tigger	-28856	NR_104111	26031	Hs.520259	NM_015550	ENSG00000070882	OSBPL3	ORP-3|ORP3|OSBP3	oxysterol binding protein like 3	protein-coding
4296	chr10	109450572	109451071	+	0	NA	Intergenic	Intergenic	472425	NM_001324136	7511	Hs.390623	NM_020383	ENSG00000108039	XPNPEP1	APP1|SAMP|XPNPEP|XPNPEPL|XPNPEPL1	X-prolyl aminopeptidase 1	protein-coding
10759	chr16	88304167	88304666	+	0	NA	Intergenic	Intergenic	110135	NR_110944	101928880	Hs.634835	NR_110944	ENSG00000260420	LINC02182	LA16c-444G7.2	long intergenic non-protein coding RNA 2182	ncRNA
2153	chr7	130363410	130363909	+	0	NA	intron (NM_080385, intron 10 of 12)	intron (NM_080385, intron 10 of 12)	3468	NR_133928	105375504	Hs.436058	NR_133928		LOC105375504	-	uncharacterized LOC105375504	ncRNA
27966	chr2	160097364	160097863	+	0	NA	Intergenic	AluSz6|SINE|Alu	-34998	NM_001195641	22925	Hs.410477	NM_007366	ENSG00000153246	PLA2R1	CLEC13C|PLA2-R|PLA2G1R|PLA2IR|PLA2R	phospholipase A2 receptor 1	protein-coding
3853	chr9	114799351	114799850	+	0	NA	intron (NM_005118, intron 1 of 3)	intron (NM_005118, intron 1 of 3)	6439	NM_005118	9966	Hs.23349	NM_005118	ENSG00000181634	TNFSF15	TL1|TL1A|TNLG1B|VEGI|VEGI192A	TNF superfamily member 15	protein-coding
12760	chr15	35728141	35728640	+	0	NA	intron (NR_038251, intron 2 of 2)	intron (NR_038251, intron 2 of 2)	182195	NR_038251	100507466	Hs.536420	NR_038251	ENSG00000248079	DPH6-DT	ATPBD4-AS1|DPH6-AS1	DPH6 divergent transcript	ncRNA
8371	chr4	71665191	71665690	+	0	NA	Intergenic	L2c|LINE|L2	118639	NM_000583	2638	Hs.418497	NM_000583	ENSG00000145321	GC	DBP|DBP-maf|DBP/GC|GRD3|Gc-MAF|GcMAF|HEL-S-51|VDB|VDBG|VDBP	GC vitamin D binding protein	protein-coding
2452	chr1	99538489	99538988	+	0	NA	intron (NR_031666, intron 3 of 4)	Chap1_Mam|DNA|hAT-Charlie	-50934	NR_125951	101928270	Hs.576048	NR_125951	ENSG00000224445	LINC01708	-	long intergenic non-protein coding RNA 1708	ncRNA
7561	chr7	34852326	34852825	+	0	NA	intron (NM_207173, intron 8 of 8)	intron (NM_207173, intron 8 of 8)	-18244	NR_015356	404744	Hs.487951	NM_207283	ENSG00000197085	NPSR1-AS1	AAA1	NPSR1 antisense RNA 1	ncRNA
3516	chr20	11267228	11267727	+	0	NA	non-coding (NR_038972, exon 2 of 2)	non-coding (NR_038972, exon 2 of 2)	5906	NR_038972	339593	Hs.434320	NR_038972		LOC339593	-	uncharacterized LOC339593	ncRNA
27094	chr3	29063970	29064469	+	0	NA	Intergenic	Intergenic	216720	NR_109804	100873979	Hs.99391	NR_109804		RBMS3-AS3	-	RBMS3 antisense RNA 3	ncRNA
7365	chr10	61271364	61271863	+	0	NA	Intergenic	L1M8|LINE|L1	-181026	NR_120643	101928781	Hs.568856	NR_120643		TMEM26-AS1	-	TMEM26 antisense RNA 1	ncRNA
8575	chr13	29923961	29924460	+	0	NA	intron (NR_047501, intron 1 of 1)	intron (NR_047501, intron 1 of 1)	2441	NR_047501	100861573	Hs.585619	NR_047501	ENSG00000224405	LINC00572	-	long intergenic non-protein coding RNA 572	ncRNA
27704	chr20	18144408	18144907	+	0	NA	promoter-TSS (NR_028402)	promoter-TSS (NR_028402)	-442	NR_028402	57325	Hs.488051	NM_020536	ENSG00000149474	KAT14	ATAC2|CRP2BP|CSRP2BP|PRO1194|dJ717M23.1	lysine acetyltransferase 14	protein-coding
3241	chr8	95011979	95012478	+	0	NA	intron (NM_001354522, intron 3 of 11)	L1ME3G|LINE|L1	-12747	NM_001354521	137682	Hs.435500	NM_152416	ENSG00000156170	NDUFAF6	C8orf38|MC1DN17	NADH:ubiquinone oxidoreductase complex assembly factor 6	protein-coding
25836	chr5	91344736	91345235	+	0	NA	Intergenic	Intergenic	-30583	NR_103549	100505994	Hs.628363	NR_103548	ENSG00000248323	LUCAT1	SCAL1|SCAT5	lung cancer associated transcript 1	ncRNA
134	chr1	228809700	228810199	+	0	NA	Intergenic	Intergenic	74470	NM_021205	58480	Hs.647774	NM_021205	ENSG00000116574	RHOU	ARHU|CDC42L1|G28K|WRCH1|hG28K	ras homolog family member U	protein-coding
29358	chr3	61580786	61581285	+	0	NA	intron (NM_002841, intron 1 of 29)	intron (NM_002841, intron 1 of 29)	19464	NM_002841	5793	Hs.595541	NM_002841	ENSG00000144724	PTPRG	HPTPG|PTPG|R-PTP-GAMMA|RPTPG	protein tyrosine phosphatase receptor type G	protein-coding
11891	chr3	47703807	47704306	+	0	NA	intron (NM_003074, intron 10 of 27)	AluY|SINE|Alu	-42362	NR_145791	109623484		NR_145791		SNORD146	-	small nucleolar RNA, C/D box 146	snoRNA
13823	chr15	59785983	59786482	+	0	NA	Intergenic	L1PB|LINE|L1	-96912	NM_001320674	663	Hs.592515	NM_004330	ENSG00000140299	BNIP2	BNIP-2|NIP2	BCL2 interacting protein 2	protein-coding
10666	chr13	45179344	45179843	+	0	NA	intron (NM_004128, intron 4 of 7)	intron (NM_004128, intron 4 of 7)	21452	NM_198404	386618	Hs.23406	NM_198404	ENSG00000180332	KCTD4	bA321C24.3	potassium channel tetramerization domain containing 4	protein-coding
6957	chr4	54571252	54571751	+	0	NA	Intergenic	Intergenic	35630	NR_134657	339978		NR_134657	ENSG00000250456	LINC02260	-	long intergenic non-protein coding RNA 2260	ncRNA
8103	chr6	75418229	75418728	+	0	NA	intron (NR_125859, intron 4 of 8)	intron (NR_125859, intron 4 of 8)	-9929	NR_039670	100616389		NR_039670	ENSG00000263533	MIR4463	-	microRNA 4463	ncRNA
33485	chr3	172701679	172702178	+	0	NA	intron (NM_001146276, intron 1 of 4)	L2c|LINE|L2	9139	NM_020792	57552	Hs.444099	NM_020792	ENSG00000144959	NCEH1	AADACL1|NCEH	neutral cholesterol ester hydrolase 1	protein-coding
34617	chr14	55607380	55607879	+	0	NA	intron (NR_073129, intron 2 of 45)	intron (NR_073129, intron 2 of 45)	27422	NM_001079522	3895	Hs.509414	NM_004986	ENSG00000126777	KTN1	CG1|KNT|MU-RMS-40.19	kinectin 1	protein-coding
18065	chr7	77834563	77835062	+	0	NA	intron (NM_001366088, intron 1 of 11)	intron (NM_001366088, intron 1 of 11)	-5316	NM_001127357	57157	Hs.203965	NM_020432	ENSG00000006576	PHTF2	-	putative homeodomain transcription factor 2	protein-coding
8402	chr7	24858159	24858658	+	0	NA	intron (NR_104111, intron 9 of 21)	intron (NR_104111, intron 9 of 21)	34213	NM_145320	26031	Hs.520259	NM_015550	ENSG00000070882	OSBPL3	ORP-3|ORP3|OSBP3	oxysterol binding protein like 3	protein-coding
1236	chr2	149188310	149188809	+	0	NA	intron (NM_001317002, intron 4 of 7)	UCON35|Unknown|Unknown	70385	NM_001317002	130576	Hs.357567	NM_177964	ENSG00000150556	LYPD6B	CT116|LYPD7	LY6/PLAUR domain containing 6B	protein-coding
14742	chr12	116037905	116038404	+	0	NA	intron (NM_015335, intron 4 of 30)	intron (NM_015335, intron 4 of 30)	110500	NR_030351	693205		NR_030351	ENSG00000207967	MIR620	MIRN620|hsa-mir-620	microRNA 620	ncRNA
24934	chr1	117148222	117148721	+	0	NA	intron (NM_024626, intron 4 of 5)	MIR|SINE|MIR	-26722	NM_001145635	80263	Hs.301526	NM_025188	ENSG00000134253	TRIM45	RNF99	tripartite motif containing 45	protein-coding
21924	chr2	44582361	44582860	+	0	NA	intron (NM_024766, intron 3 of 10)	intron (NM_024766, intron 3 of 10)	220663	NM_024766	79823	Hs.468349	NM_024766	ENSG00000143919	CAMKMT	C2orf34|CLNMT|CaM KMT|Cam|KMT	calmodulin-lysine N-methyltransferase	protein-coding
13664	chr8	126966505	126967004	+	0	NA	Intergenic	Intergenic	-46400	NR_045262	100750225	Hs.571530	NR_045262	ENSG00000253438	PCAT1	PCA1|PCAT-1	prostate cancer associated transcript 1	ncRNA
14844	chr11	130389935	130390434	+	0	NA	intron (NR_148980, intron 2 of 6)	intron (NR_148980, intron 2 of 6)	38425	NM_007037	11095	Hs.271605	NM_007037	ENSG00000134917	ADAMTS8	ADAM-TS8|METH2	ADAM metallopeptidase with thrombospondin type 1 motif 8	protein-coding
9385	chr3	153210619	153211118	+	0	NA	Intergenic	Intergenic	48642	NM_002886	5912	Hs.98643	NM_002886	ENSG00000181467	RAP2B	-	RAP2B, member of RAS oncogene family	protein-coding
731	chr14	70665892	70666391	+	0	NA	intron (NM_015351, intron 1 of 2)	intron (NM_015351, intron 1 of 2)	24225	NM_015351	23508	Hs.79170	NM_015351	ENSG00000133985	TTC9	TTC9A	tetratricopeptide repeat domain 9	protein-coding
13364	chr2	209629579	209630078	+	0	NA	intron (NM_001039538, intron 4 of 14)	intron (NM_001039538, intron 4 of 14)	50149	NM_001363911	4133	Hs.368281	NM_002374	ENSG00000078018	MAP2	MAP-2|MAP2A|MAP2B|MAP2C	microtubule associated protein 2	protein-coding
6586	chr2	127661250	127661749	+	0	NA	intron (NM_001161404, intron 1 of 9)	intron (NM_001161404, intron 1 of 9)	3094	NM_017980	55679	Hs.469881	NM_017980	ENSG00000072163	LIMS2	LGMD2W|MDRCMTT|PINCH-2|PINCH2	LIM zinc finger domain containing 2	protein-coding
31153	chr2	29463041	29463540	+	0	NA	intron (NM_004304, intron 4 of 28)	intron (NM_004304, intron 4 of 28)	12087	NR_136317	105374389	Hs.196534	NR_136317		LOC105374389	-	uncharacterized LOC105374389	ncRNA
20167	chr3	133563718	133564217	+	0	NA	Intergenic	Intergenic	-9719	NM_001282762	55573	Hs.518265	NM_017548	ENSG00000091527	CDV3	H41	CDV3 homolog	protein-coding
28153	chr17	43585307	43585806	+	0	NA	Intergenic	Intergenic	-39216	NM_001261437	2118	Hs.434059	NM_001986	ENSG00000175832	ETV4	E1A-F|E1AF|PEA3|PEAS3	ETS variant 4	protein-coding
