Intensity 01	Intensity 02	Intensity 03	Intensity 04	Intensity 05	Intensity 06	Intensity 07	Intensity 08	Intensity 09	Intensity 10	C: Only identified by site	C: Reverse	C: Potential contaminant	C: Taxonomy IDs	C: Taxonomy names	C: Student's T-test Significant WT281_W281P	C: Student's T-test significant	C: Student's T-test Significant WT281_W281X	C: Student's T-test significant_	C: Student's T-test Significant W281P_W281X	C: Student's T-test significant__	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: iBAQ peptides	N: MS/MS count	N: -Log Student's T-test p-value WT281_W281P	N: Student's T-test Difference WT281_W281P	N: Student's T-test Test statistic WT281_W281P	N: -Log Student's T-test p-value WT281_W281X	N: Student's T-test Difference WT281_W281X	N: Student's T-test Test statistic WT281_W281X	N: -Log Student's T-test p-value W281P_W281X	N: Student's T-test Difference W281P_W281X	N: Student's T-test Test statistic W281P_W281X	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
26.5577	23.648	24.8956	22.5976	24.0487	23.8937	24.536	24.2476	24.7757	24.414				-1								7	7	7	31.5	31.5	31.5	22.487	0	54.686	277740000	14	66	0.00163323	-0.00180817	-0.00500481	0.285868	0.481793	0.708458	0.258892	0.483601	0.650326	Q92522	Q92522	Histone H1x	H1FX	810
22.8353	19.6061	19.7686	21.302	18.606	17.8366	18.7016	18.2642	21.4524	18.6586				-1								3	3	3	9.7	9.7	9.7	47.611	0	21.623	15869000	28	7	0.765311	-1.38178	-1.66289	0.477106	-1.11179	-1.09933	0.0731042	0.269997	0.20843	Q92552	Q92552	28S ribosomal protein S27, mitochondrial	MRPS27	811
22.9516	20.4242	20.4418	18.1432	18.6358	20.0984	18.7007	17.1053	20.2609	19.9363				-1		#ERROR!	WT281_W281P					5	5	5	20.5	20.5	20.5	45.318	0	34.227	15159000	27	8	1.72258	-2.05986	-3.8099	0.731418	-1.41387	-1.59655	0.370341	0.645992	0.884802	Q92665	Q92665	28S ribosomal protein S31, mitochondrial	MRPS31	814
17.6351	21.0887	16.6545	17.6025	25.8517	19.6687	26.0279	25.6592	18.4804	17.8556				-1		#ERROR!	WT281_W281P	#ERROR!	WT281_W281X			18	18	18	59.1	59.1	59.1	44.155	0	253.15	184190000	24	47	2.5959	6.70466	6.73259	3.03297	7.87101	8.78257	0.366105	1.16635	0.876128	Q92785;Q92784;Q92782;Q92794;Q8WYB5	Q92785	Zinc finger protein ubi-d4	DPF2	815
23.7316	23.0096	22.6797	22.8169	20.0539	22.2953	21.8983	22.4749	22.8466	22.958				-1								7	5	5	17.1	14.7	14.7	61.829	0	99.895	68146000	39	29	0.934424	-1.4624	-1.99862	0.683075	-1.1216	-1.50222	0.977619	0.340803	2.08615	Q92804	Q92804	TATA-binding protein-associated factor 2N	TAF15	816
28.3405	25.4545	26.8353	26.9329	27.3179	27.3392	27.4131	26.4002	27.6703	26.6831				-1								30	30	21	47.3	47.3	35.5	80.272	0	321.68	1559500000	38	318	0.242581	0.441102	0.614646	0.00727904	0.00793203	0.0221635	0.262017	-0.43317	-0.657115	Q92841	Q92841	Probable ATP-dependent RNA helicase DDX17	DDX17	817
17.836	16.2728	19.2814	21.1406	21.9623	21.3683	18.7181	20.8033	21.0288	21.8145				-1								3	3	3	2.7	2.7	2.7	153.89	0	17.786	17400000	97	12	0.148873	0.789182	0.399723	0.0297228	-0.10218	-0.088343	0.183339	-0.891362	-0.481016	Q92878	Q92878	DNA repair protein RAD50	RAD50	818
23.3975	21.4046	22.2561	22.7095	19.6285	22.32	22.2946	22.2295	22.642	22.4603				-1								6	6	6	6.3	6.3	6.3	124.34	0	35.001	54118000	61	17	0.338054	-0.784762	-0.818282	0.515076	-1.04436	-1.17423	0.250353	-0.259594	-0.6317	Q92900	Q92900	Regulator of nonsense transcripts 1	UPF1	819
22.7684	22.278	22.9708	24.8764	24.8205	24.2397	24.5859	23.6726	24.205	24.6559				-1								13	13	13	27.8	27.8	27.8	73.114	0	105.2	185010000	41	81	0.328996	0.646667	0.799439	0.191865	0.330718	0.500687	0.125847	-0.315948	-0.343622	Q92945	Q92945	Far upstream element-binding protein 2	KHSRP	822
22.9728	15.3541	19.5432	17.5716	20.6326	19.7567	19.8133	18.7415	22.6557	18.3455				-1								3	3	3	4.5	4.5	4.5	96.412	0	23.115	18151000	38	8	0.162116	0.944064	0.431314	0.364143	0.771975	0.872106	0.0258544	-0.172089	-0.0771548	Q93050	Q93050	V-type proton ATPase 116 kDa subunit a isoform 1	ATP6V0A1	825
21.6699	16.1142	19.3542	18.7467	18.3972	18.775	21.0718	17.9497	20.8619	16.894				-1								2	2	2	18.4	18.4	18.4	21.802	0	15.016	8044700	11	3	0.268269	1.18286	0.670652	0.0632371	0.180939	0.181916	0.27052	-1.00192	-0.675512	Q93062	Q93062	RNA-binding protein with multiple splicing	RBPMS	826
19.4154	17.1385	15.903	20.5395	18.6646	19.699	18.9095	16.5828	19.2038	18.9117				-1								2	2	2	5.4	5.4	5.4	55.873	0	11.864	3360800	21	2	0.137822	-0.365691	-0.372992	0.153974	-0.661546	-0.411948	0.0658563	-0.295855	-0.188996	Q96A33	Q96A33	Coiled-coil domain-containing protein 47	CCDC47	828
22.0402	21.613	21.6166	24.2585	24.607	23.6637	23.7702	22.7784	23.7505	24.3645				-1								13	13	12	24.5	24.5	23.1	67.56	0	92.182	126860000	36	68	0.183769	0.475882	0.482011	0.218901	0.538968	0.562047	0.0181431	0.0630868	0.0545878	Q96AE4	Q96AE4	Far upstream element-binding protein 1	FUBP1	830
22.9088	22.1	23.0181	24.0484	24.3738	23.0119	23.4551	23.033	23.8838	24.0039				-1								5	5	5	23.5	23.5	23.5	34.93	0	48.878	120800000	18	51	0.148209	0.291374	0.398128	0.190559	0.261144	0.497684	0.0141822	-0.0302302	-0.042854	Q96AG4	Q96AG4	Leucine-rich repeat-containing protein 59	LRRC59	831
18.4823	18.7272	16.3908	20.5828	17.6846	19.5853	19.9163	17.006	19.9529	20.4832				-1								1	1	1	18.9	18.9	18.9	8.0019	0.0071006	6.8978	5474600	3	1	0.675284	-1.51881	-1.48704	0.158423	-0.650682	-0.422552	0.251878	0.868126	0.635036	Q96B49	Q96B49	Mitochondrial import receptor subunit TOM6 homolog	TOMM6	832
21.388	17.7373	18.8543	18.7542	19.8853	20.633	20.7102	19.1819	20.5131	16.9281				-1								2	2	2	4.7	4.7	4.7	52.623	0.0026631	11.663	8176900	26	4	0.583444	1.53302	1.30809	0.272454	0.512003	0.679681	0.338822	-1.02102	-0.819875	Q96CS3	Q96CS3	FAS-associated factor 2	FAF2	833
25.7717	21.7914	22.5824	22.2697	23.5047	23.1074	23.2009	21.8706	23.5677	21.4464				-1								11	11	11	34.5	34.5	34.5	49.654	0	117.01	121960000	29	43	0.288386	0.590239	0.713832	0.135899	0.205571	0.368305	0.212926	-0.384668	-0.548612	Q96CW1	Q96CW1	AP-2 complex subunit mu	AP2M1	834
22.8247	19.881	19.4095	21.1255	18.62	20.8318	19.9918	20.9051	21.64	18.9397				-1								4	4	4	19.6	19.6	19.6	39.31	0	35.903	19519000	19	4	0.110208	-0.314643	-0.30458	0.294041	-0.616679	-0.725873	0.115207	-0.302036	-0.317147	Q96DI7	Q96DI7	U5 small nuclear ribonucleoprotein 40 kDa protein	SNRNP40	835
21.3421	18.7792	20.2858	23.3448	23.3669	22.3435	22.5278	22.0229	23.0059	22.5086				-1								5	5	5	20.4	20.4	20.4	43.383	0	37.064	55878000	13	27	0.362612	1.20799	0.868965	0.263213	0.647861	0.659708	0.127649	-0.560125	-0.348069	Q96EP5	Q96EP5	DAZ-associated protein 1	DAZAP1	837
22.8702	16.7757	19.9773	19.8049	20.4444	19.5826	20.4565	17.9745	21.76	16.9346				-1								2	2	2	4	4	4	52.488	0	12.354	16818000	24	6	0.244809	1.13502	0.619544	0.0683949	-0.163163	-0.195829	0.325327	-1.29818	-0.791781	Q96EY1	Q96EY1	DnaJ homolog subfamily A member 3, mitochondrial	DNAJA3	838
23.2413	21.2561	22.2846	22.4328	21.3855	22.0532	20.45	22.1148	21.5045	22.2764				-1								5	5	5	9.4	9.4	9.4	78.549	0	34.816	44311000	45	17	0.2514	-0.362266	-0.63399	0.886199	-0.940108	-1.90188	0.819858	-0.577842	-1.77019	Q96EY7	Q96EY7	Pentatricopeptide repeat domain-containing protein 3, mitochondrial	PTCD3	839
22.9663	20.1916	20.5214	19.2399	19.0491	21.0632	19.8456	20.1518	21.7091	20.2014				-1								5	5	5	8.2	8.2	8.2	89.834	0	29.361	20049000	43	6	0.780342	-1.01854	-1.69239	0.395887	-0.59268	-0.936807	0.225178	0.425862	0.576087	Q96GQ7	Q96GQ7	Probable ATP-dependent RNA helicase DDX27	DDX27	841
24.434	21.0321	22.447	22.6839	22.5161	22.446	22.393	21.595	24.0701	21.999				-1								5	5	5	28	28	28	32.004	0	33.493	79456000	18	34	0.0742045	-0.198982	-0.211361	0.525402	-0.357587	-1.19452	0.061173	-0.158605	-0.176314	Q96HS1	Q96HS1	Serine/threonine-protein phosphatase PGAM5, mitochondrial	PGAM5	842
21.8279	16.5149	19.9751	21.1188	22.657	19.4377	22.0244	20.7533	21.7814	21.3637				-1								7	6	6	22.7	21.2	21.2	61.64	0	40.256	26691000	37	16	0.467908	1.92489	1.08109	1.0263	1.6344	2.18589	0.0569978	-0.290493	-0.164921	Q96I24	Q96I24	Far upstream element-binding protein 3	FUBP3	844
19.2172	14.9996	20.2548	19.6292	19.8054	20.0752	18.2675	18.5011	20.4405	19.4986				-1								1	1	1	25.9	25.9	25.9	6.4575	0.0070755	6.8195	6617700	3	5	0.113263	0.545116	0.312269	1.03223	-1.12839	-2.19813	0.422648	-1.6735	-0.990779	Q96IX5	Q96IX5	Up-regulated during skeletal muscle growth protein 5	USMG5	845
22.9896	19.4533	19.5388	20.7243	22.2326	22.2349	23.0097	21.2677	21.307	20.9038				-1								3	3	3	13.5	13.5	13.5	36.567	0	29.995	36931000	14	21	1.00313	1.61529	2.13825	0.651137	1.33735	1.44	0.104022	-0.277938	-0.288908	Q96IZ0	Q96IZ0	PRKC apoptosis WT1 regulator protein	PAWR	846
28.5193	25.9957	26.4105	25.4052	26.1955	26.4021	27.9871	24.7849	27.4409	25.2101				-1								24	24	24	42.5	42.5	42.5	69.491	0	323.31	1266800000	25	210	0.0318003	0.106928	0.0943162	0.0903283	0.249877	0.253725	0.068036	0.142949	0.194865	Q96PK6	Q96PK6	RNA-binding protein 14	RBM14	854
20.503	18.4389	20.481	19.7943	22.1195	19.7948	21.206	17.1836	22.1968	19.666				-1								4	4	4	16.4	16.4	16.4	37.67	0	22.878	17738000	18	3	0.0121581	0.0691071	0.0368194	0.0321871	0.14632	0.0954256	0.0228287	0.0772127	0.0683429	Q96PU8	Q96PU8	Protein quaking	QKI	855
23.8624	18.9167	21.0862	19.3304	19.6892	19.6379	21.8993	18.4726	23.3931	18.5157				-1								1	1	1	7.1	7.1	7.1	35.273	0	35.752	34121000	10	9	0.046959	-0.254796	-0.137184	0.000635678	0.0022227	0.00195018	0.0535178	0.257019	0.155362	Q96S97	Q96S97	Myeloid-associated differentiation marker	MYADM	857
22.4154	18.4244	16.8229	19.4723	18.3654	21.342	18.6688	17.4184	20.5667	18.1391				-1								7	3	3	10.1	5.1	5.1	73.652	0	17.226	10446000	45	6	0.450024	-0.892522	-1.04554	0.318848	-1.0615	-0.778225	0.0377498	-0.168983	-0.111288	Q96SI9	Q96SI9	Spermatid perinuclear RNA-binding protein	STRBP	858
18.3067	19.8893	21.3522	19.3168	19.9721	17.1358	23.4967	18.7956	22.3606	20.5104				-1								1	1	1	1.6	1.6	1.6	83.184	0.006993	6.6529	23392000	32	4	0.035045	-0.165293	-0.103596	0.327934	1.48654	0.797224	0.50708	1.65184	1.1585	Q96SU4	Q96SU4	Oxysterol-binding protein-related protein 9	OSBPL9	859
21.4352	19.1909	19.9642	19.962	20.3234	20.4002	20.6782	19.6089	20.656	19.559				-1								2	2	2	3.2	3.2	3.2	107.19	0.002656	11.649	13076000	65	7	0.301835	0.401527	0.7424	0.0979241	0.0947259	0.273327	0.264209	-0.306801	-0.661868	Q96T37	Q96T37	Putative RNA-binding protein 15	RBM15	860
18.3478	16.4771	20.2447	20.8746	19.8854	21.2027	18.3044	19.7291	20.6326	21.47				-1								4	4	4	10.2	10.2	10.2	52.118	0	24.409	11947000	26	10	0.0464005	-0.22021	-0.135626	1.19724	-1.46764	-2.54714	0.326852	-1.24743	-0.794966	Q96TC7	Q96TC7	Regulator of microtubule dynamics protein 3	RMDN3	861
24.7187	20.516	22.7778	22.7067	22.9306	23.0598	22.5271	22.9192	23.0326	22.915				-1								15	15	15	31.7	31.7	31.7	92.25	0	128.41	90349000	43	58	0.313881	0.637777	0.767801	0.118828	-0.0557607	-0.326198	0.34785	-0.693538	-0.838566	Q99459	Q99459	Cell division cycle 5-like protein	CDC5L	862
25.0606	16.7566	18.6927	18.3358	21.5046	20.4805	23.2411	18.5876	23.1165	18.3885				-1								11	11	11	24.2	24.2	24.2	83.541	0	93.45	59258000	37	28	0.292292	1.69057	0.722153	0.571502	1.94145	1.28477	0.0423379	0.250879	0.124245	Q99567	Q99567	Nuclear pore complex protein Nup88	NUP88	863
22.1784	19.4797	20.8772	20.5992	18.3376	17.4956	17.86	16.7955	19.5474	18.6968				-1		#ERROR!	WT281_W281P					5	5	5	6.7	6.7	6.7	131.87	0	32.76	8992000	68	5	1.38493	-1.57694	-2.96823	0.781684	-1.99298	-1.69502	0.137512	-0.416042	-0.372238	Q99569	Q99569	Plakophilin-4	PKP4	864
23.0758	21.1107	20.0238	19.3467	19.5882	19.8109	20.0111	18.7713	18.4482	19.3852				-1								5	5	5	7.3	7.3	7.3	114.71	0	29.272	17093000	61	6	0.0782745	-0.191159	-0.222155	0.25913	-0.270223	-0.650845	0.033163	-0.0790641	-0.098221	Q99575	Q99575	Ribonucleases P/MRP protein subunit POP1	POP1	865
23.9732	21.3478	24.6389	25.6381	25.0479	25.4605	24.2975	24.5374	25.1014	24.5059				-1								13	13	13	51.8	51.8	51.8	33.296	0	204.09	283130000	26	101	0.340404	0.975892	0.823156	0.749019	-0.618235	-1.63098	0.591222	-1.59413	-1.32326	Q99623	Q99623	Prohibitin-2	PHB2	866
25.6337	21.2488	23.2009	23.6535	24.1608	23.2412	23.1678	22.3182	22.7441	23.7597				-1								7	7	7	21.1	21.1	21.1	36.224	0	52.129	141940000	14	38	0.281596	0.631423	0.69932	0.0970776	-0.1496	-0.271153	0.452555	-0.781023	-1.05058	Q99729	Q99729	Heterogeneous nuclear ribonucleoprotein A/B	HNRNPAB	867
24.0012	23.2691	23.1668	22.7207	21.6761	22.9938	21.6917	22.1906	21.4452	22.8608				-1				#ERROR!	WT281_W281X			8	8	8	31	31	31	34.852	0	54.404	73578000	18	43	0.50951	-0.672256	-1.16328	2.18536	-1.10761	-5.19783	0.313453	-0.435359	-0.766901	Q99848	Q99848	Probable rRNA-processing protein EBP2	EBNA1BP2	868
18.9473	16.633	17.5538	20.2262	21.0963	20.9847	21.2813	20.8402	19.4085	20.5232				-1								2	2	2	5.6	5.6	5.6	62.888	0	19.914	12172000	29	7	0.888171	2.21773	1.90581	0.638776	1.48437	1.41593	0.179188	-0.733358	-0.471379	Q99856	Q99856	AT-rich interactive domain-containing protein 3A	ARID3A	869
23.2365	17.2993	19.0043	17.0166	17.4868	18.3655	20.7101	17.6558	19.3908	18.0718				-1								4	4	4	9.1	9.1	9.1	97.414	0	39.786	12646000	55	6	0.108354	0.363597	0.299898	0.151999	0.48873	0.407222	0.0508062	0.125134	0.147872	Q99959	Q99959	Plakophilin-2	PKP2	870
18.7091	16.866	18.281	20.0517	20.733	20.9158	16.9231	20.3974	18.1966	19.8148				-1								2	2	2	7.1	7.1	7.1	45.476	0	12.207	7111200	24	2	0.287579	1.05866	0.712111	0.0989254	-0.398338	-0.275895	0.560976	-1.457	-1.26421	Q99986	Q99986	Serine/threonine-protein kinase VRK1	VRK1	871
24.9927	24.1762	25.2048	23.3382	24.0384	23.2552	24.641	23.2909	23.0917	24.0918				-1								1	1	1	0.4	0.4	0.4	452.98	0.0072289	7.1376	192100000	278	10	0.144417	0.203534	0.388987	0.0257392	0.0573616	0.0768205	0.0704973	-0.146173	-0.201467	Q99996	Q99996	A-kinase anchor protein 9	AKAP9	872
21.442	19.2383	19.2183	20.18	18.0611	18.6477	17.701	17.4261	21.2971	19.9985				-1		#ERROR!	WT281_W281P	#ERROR!	WT281_W281X			2	2	2	11.6	11.6	11.6	33.31	0.0039012	11.198	8889500	18	2	1.75429	-2.44861	-3.89552	1.54385	-1.61927	-3.34937	0.481018	0.829348	1.10707	Q9BPW8	Q9BPW8	Protein NipSnap homolog 1	NIPSNAP1	873
21.7578	18.5799	20.2626	20.4722	22.2024	20.3661	21.2233	18.7408	22.0389	18.3815				-1								2	2	2	9.2	9.2	9.2	49.419	0	23.005	19973000	18	8	0.268592	1.0554	0.67135	0.126085	0.355214	0.344208	0.230929	-0.700181	-0.588888	Q9BQ67	Q9BQ67	Glutamate-rich WD repeat-containing protein 1	GRWD1	875
20.915	18.9439	19.5473	18.3073	19.5904	19.2726	19.9166	18.1853	18.0053	18.3426				-1								1	1	1	12.7	12.7	12.7	12.266	0.0071174	6.9027	5660000	6	2	0.59896	0.800193	1.33835	0.104255	0.188398	0.289501	0.586547	-0.611795	-1.31414	Q9BQC6	Q9BQC6	Ribosomal protein 63, mitochondrial	MRPL57	876
18.6814	19.5686	20.0558	18.6148	19.879	19.8711	20.836	19.9963	19.164	18.8503				-1		#ERROR!	WT281_W281P					2	1	1	12.9	7.9	7.9	22.195	0.0069606	6.6011	6708400	7	2	1.33277	1.04278	2.84828	0.594608	0.723224	1.32987	0.254821	-0.319554	-0.64146	Q9BQE9	Q9BQE9	B-cell CLL/lymphoma 7 protein family member B	BCL7B	877
24.849	23.2811	24.2034	24.4191	24.7493	25.7033	24.2986	23.5243	24.9605	24.2519				-1								21	21	21	21.4	21.4	21.4	148.85	0	152.58	250330000	76	117	0.0143822	0.026247	0.043449	0.423286	-0.584528	-0.992059	0.3799	-0.610775	-0.904321	Q9BQG0	Q9BQG0	Myb-binding protein 1A	MYBBP1A	878
18.6622	16.8236	18.687	21.3571	21.2363	20.9112	20.6319	20.5919	19.1505	20.8285				-1								2	2	2	4.3	4.3	4.3	54.234	0.0039474	11.499	13615000	23	10	0.732446	1.88588	1.59856	0.230965	0.501635	0.588968	0.413051	-1.38425	-0.971478	Q9BR76	Q9BR76	Coronin-1B	CORO1B	880
24.6633	23.0314	23.5407	22.6404	21.7482	23.0056	21.7216	21.5309	22.5133	22.966				-1		#ERROR!	WT281_W281P	#ERROR!	WT281_W281X			6	6	6	45.4	45.4	45.4	22.083	0	52.835	86497000	11	40	2.56901	-1.16999	-6.62159	2.17512	-1.39537	-5.16356	0.296763	-0.225375	-0.731653	Q9BRJ6	Q9BRJ6	Uncharacterized protein C7orf50	C7orf50	881
22.4597	20.124	20.7969	18.6343	18.8375	20.7943	18.5668	19.5769	16.9482	19.9671				-1								2	2	2	23.3	23.3	23.3	15.225	0	12.81	11576000	5	5	0.00590103	-0.0193742	-0.0179955	0.622593	-1.08141	-1.38441	0.350019	-1.06204	-0.843046	Q9BRT6	Q9BRT6	Protein LLP homolog	LLPH	884
21.4953	15.578	18.2629	18.879	20.7002	17.9595	18.675	19.5254	21.2424	20.1152				-1								1	1	1	3.5	3.5	3.5	50.413	0	14.438	8276200	16	3	0.131816	0.654985	0.358315	0.914782	1.2664	1.9591	0.128009	0.611413	0.348957	Q9BTD8	Q9BTD8	RNA-binding protein 42	RBM42	886
19.0305	16.6224	16.6575	20.5458	21.3155	17.4831	19.1321	19.413	21.3116	20.1833				-1								6	1	1	16.6	3.8	3.8	49.857	0.0076046	9.6164	7933800	22	2	0.136585	0.581118	0.369979	0.559612	1.72477	1.26154	0.245304	1.14365	0.620633	Q9BUF5	Q9BUF5	Tubulin beta-6 chain	TUBB6	887
23.6791	20.9325	22.2381	21.5296	21.0427	21.5124	21.3807	21.5789	22.145	20.7752				-1								6	6	6	11	11	11	95.737	0	40.473	40853000	46	19	0.036714	0.0498606	0.108348	0.677076	-0.425919	-1.49053	0.408512	-0.47578	-0.962329	Q9BUJ2	Q9BUJ2	Heterogeneous nuclear ribonucleoprotein U-like protein 1	HNRNPUL1	888
20.0223	21.0198	21.054	22.4207	21.7646	22.2065	22.2147	22.0728	22.6082	21.8403				-1								6	6	6	8.7	8.7	8.7	95.581	0	35.545	38812000	52	24	0.152175	0.194637	0.407644	0.0997658	0.123643	0.278047	0.0385727	-0.0709934	-0.11362	Q9BUQ8	Q9BUQ8	Probable ATP-dependent RNA helicase DDX23	DDX23	889
23.4138	15.3785	17.1878	18.613	18.2991	18.3304	17.9112	18.7222	18.983	21.5733				-1								13	2	2	43.6	8.8	8.8	49.953	0	13.924	14813000	21	3	0.0641671	-0.334095	-0.184433	0.209081	0.267066	0.539929	0.118445	0.60116	0.325242	Q9BVA1;Q13885	Q9BVA1;Q13885	Tubulin beta-2B chain;Tubulin beta-2A chain	TUBB2B;TUBB2A	891
20.085	17.8577	17.2104	17.8834	18.1454	18.0191	19.7217	17.2435	20.4905	18.7445				-1								1	1	1	2	2	2	60.896	0.0071599	6.9538	3450000	16	1	0.246652	-0.6607	-0.623592	0.362729	0.665911	0.869204	0.749597	1.32661	1.63211	Q9BVL2	Q9BVL2	Nucleoporin p58/p45	NUPL1	893
25.1321	23.0908	23.1148	23.2242	22.4526	23.453	23.8041	22.3576	24.0916	22.9893				-1								13	13	13	32.8	32.8	32.8	61.992	0	113.78	128040000	30	46	0.371806	-0.519146	-0.887799	0.3398	-0.392582	-0.821904	0.126894	0.126564	0.346207	Q9BVP2	Q9BVP2	Guanine nucleotide-binding protein-like 3	GNL3	894
21.3273	19.3369	18.3786	17.1113	17.8827	17.1282	18.7655	17.2807	20.333	17.9055				-1								2	2	2	5.5	5.5	5.5	63.574	0	13.64	6029600	32	4	0.667368	-1.21551	-1.47162	0.294213	0.436963	0.726238	0.942642	1.65247	2.01521	Q9BWE0	Q9BWE0	Replication initiator 1	REPIN1	895
24.4483	22.7467	23.1321	22.6415	23.0911	23.2981	23.2904	22.4978	23.5075	23.2614				-1								8	8	8	28.6	28.6	28.6	40.313	0	100.16	103070000	22	51	0.258135	-0.21209	-0.648679	0.0727604	-0.0641314	-0.207514	0.189692	0.147959	0.495688	Q9BWF3;Q9BQ04	Q9BWF3;Q9BQ04	RNA-binding protein 4;RNA-binding protein 4B	RBM4;RBM4B	896
20.73	16.4916	19.2817	19.6349	18.0057	18.4587	18.5594	20.029	20.0812	19.194				-1								2	2	2	8.7	8.7	8.7	35.503	0	13.057	6329900	20	6	0.0785802	0.275771	0.222963	0.138073	-0.260424	-0.373604	0.179753	-0.536196	-0.472695	Q9BWM7	Q9BWM7	Sideroflexin-3	SFXN3	897
19.0306	15.5832	16.5209	18.2437	20.1456	19.6757	19.9218	21.2945	18.941	19.795				-1								2	2	2	3.5	3.5	3.5	100.67	0	12.646	6472400	49	2	0.80141	2.34754	1.73382	1.07781	2.30715	2.29281	0.00842601	-0.0403849	-0.025623	Q9BXP5	Q9BXP5	Serrate RNA effector molecule homolog	SRRT	901
21.9873	20.5341	21.6022	21.8578	22.5368	22.2919	22.8063	22.349	22.3109	22.044				-1								6	6	6	22.6	22.6	22.6	46.089	0	46.574	46084000	28	41	0.754918	0.93438	1.64253	1.25879	0.646742	2.6821	0.186632	-0.287638	-0.488632	Q9BY77	Q9BY77	Polymerase delta-interacting protein 3	POLDIP3	903
18.084	19.0524	19.7519	18.8189	19.1044	20.6238	18.2466	19.4695	21.162	19.2571				-1								2	2	2	10.9	10.9	10.9	34.222	0.0013477	11.741	6678300	17	2	0.506704	-0.883643	-1.15776	0.551988	-0.791356	-1.24663	0.0367874	0.0922877	0.108556	Q9BYG3	Q9BYG3	MKI67 FHA domain-interacting nucleolar phosphoprotein	NIFK	906
21.9756	17.3096	18.5912	18.8222	19.2676	20.058	19.6254	17.3768	20.5157	17.0089				-1								3	3	3	11.3	11.3	11.3	48.117	0	19.897	8544300	32	3	0.133391	0.478543	0.362174	0.183245	-0.400521	-0.480798	0.294045	-0.879064	-0.725882	Q9BZE1	Q9BZE1	39S ribosomal protein L37, mitochondrial	MRPL37	907
24.3154	22.2121	22.9264	22.6115	21.944	22.19	22.1178	22.0337	23.2631	22.467				-1								9	9	9	20.7	20.7	20.7	73.964	0	66.247	73644000	42	50	0.895684	-0.615598	-1.92083	1.16752	-0.544139	-2.48294	0.0651938	0.0714588	0.187208	Q9BZE4	Q9BZE4	Nucleolar GTP-binding protein 1	GTPBP4	908
22.068	20.6426	21.5438	21.54	22.7343	22.133	21.9297	22.2402	22.1133	22.6221				-1								4	4	4	11.3	11.3	11.3	59.004	0	31.489	43659000	34	23	0.327982	0.508733	0.797324	0.853928	0.562477	1.83763	0.0288909	0.053744	0.0859444	Q9BZZ5	Q9BZZ5	Apoptosis inhibitor 5	API5	909
21.8873	19.0534	20.2683	22.4997	22.3373	21.2697	22.0945	21.0232	22.3832	22.4138				-1								4	4	4	44	44	44	12.349	0	27.879	37111000	11	26	0.170495	0.534918	0.451067	0.245322	0.472425	0.620673	0.0160865	-0.0624936	-0.0485078	Q9GZT3	Q9GZT3	SRA stem-loop-interacting RNA-binding protein, mitochondrial	SLIRP	912
19.353	17.3571	19.182	20.2344	20.4606	20.9847	20.3435	19.1934	19.3437	19.8829				-1								4	4	4	3.8	3.8	3.8	115.73	0	22.361	9578100	59	5	0.584998	1.13797	1.31112	0.0712919	-0.134562	-0.203593	0.615029	-1.27253	-1.36967	Q9H0A0	Q9H0A0	N-acetyltransferase 10	NAT10	913
23.5424	20.6344	23.2964	22.4926	22.5984	21.9873	21.9837	21.0624	22.8745	21.63				-1								9	9	9	13.5	13.5	13.5	108.58	0	56.077	57827000	54	31	0.0752754	0.168542	0.214208	0.533648	-0.710612	-1.2107	0.512636	-0.879154	-1.16944	Q9H0D6	Q9H0D6	5-3 exoribonuclease 2	XRN2	914
24.5976	21.7696	22.058	22.5771	23.1805	22.8595	22.3212	20.8848	24.2755	22.3164				-1								10	10	10	32.5	32.5	32.5	50.646	0	70.667	89410000	25	37	0.258544	-0.658324	-0.64957	0.200532	-0.369365	-0.520519	0.133714	0.288959	0.362966	Q9H0S4	Q9H0S4	Probable ATP-dependent RNA helicase DDX47	DDX47	915
20.2753	19.5273	20.385	18.0298	21.1839	18.8081	19.8135	21.017	19.8572	19.9784				-1								2	2	2	4.6	4.6	4.6	81.627	0	11.846	10802000	44	4	0.912442	0.883842	1.95441	0.913557	1.59717	1.95664	0.432576	0.713324	1.01069	Q9H307	Q9H307	Pinin	PNN	917
24.71	18.6132	21.4554	18.8111	22.2671	20.5977	23.563	18.5384	23.7931	19.4416				-1								7	7	7	9.7	9.7	9.7	127.59	0	65.979	65837000	49	23	0.141345	0.840196	0.381553	0.276754	1.16812	0.688932	0.0638877	0.327925	0.183677	Q9H6R4	Q9H6R4	Nucleolar protein 6	NOL6	919
22.7645	20.2035	19.7748	19.8503	19.4296	16.8307	18.6673	16.1584	21.6202	18.7599				-1								2	2	2	10.1	10.1	10.1	35.582	0	29.879	13159000	18	4	0.752675	-2.10946	-1.63813	0.201759	-0.733555	-0.523315	0.459624	1.37591	1.06464	Q9H7B2	Q9H7B2	Ribosome production factor 2 homolog	RPF2	921
