Intensity 01_rerun	Intensity 02	Intensity 03	Intensity 04	Intensity 05	Intensity 06	Intensity 07	Intensity 08	Intensity 09	Intensity 10	C: Reverse	C: Potential contaminant	C: Taxonomy IDs	C: Student's T-test Significant I315I_I315R	C: Student's T-test significant	C: Student's T-test Significant I315I_I315X	C: Student's T-test significant_	C: Student's T-test Significant I315R_I315X	C: Student's T-test significant__	C: Student's T-test Significant I315R_I315X_	C: Student's T-test significant___	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: iBAQ peptides	N: MS/MS count	N: -Log Student's T-test p-value I315I_I315R	N: Student's T-test Difference I315I_I315R	N: Student's T-test Test statistic I315I_I315R	N: -Log Student's T-test p-value I315I_I315X	N: Student's T-test Difference I315I_I315X	N: Student's T-test Test statistic I315I_I315X	N: -Log Student's T-test p-value I315R_I315X	N: Student's T-test q-value I315R_I315X	N: Student's T-test Difference I315R_I315X	N: Student's T-test Test statistic I315R_I315X	N: -Log Student's T-test p-value I315R_I315X_	N: Student's T-test Difference I315R_I315X_	N: Student's T-test Test statistic I315R_I315X_	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
20.7102	21.1115	20.4658	20.8954	21.3498	20.4896	19.0207	20.5892	18.2269	21.2448			-1									3	3	3	3.6	3.6	3.6	120.21	0	4.7996	16426000	58	7	0.466627	-0.967112	-1.07855	0.109654	-0.336105	-0.303183	0.37551	0.787454	0.631008	0.895368	0.37551	0.631008	0.895368	Q8IX01	Q8IX01	SURP and G-patch domain-containing protein 2	SUGP2	664
23.6072	23.9271	24.0935	23.7026	24.5094	21.7183	24.0304	24.09	20.8958	23.7462			-1									10	10	10	11.5	11.5	11.5	129.54	0	23.578	138630000	65	64	0.847037	-1.66587	-1.82396	1.03962	-2.03068	-2.21339	0.876173	0.629534	-0.364814	-1.88188	0.876173	-0.364814	-1.88188	Q8IY37	Q8IY37	Probable ATP-dependent RNA helicase DHX37	DHX37	667
19.835	20.3434	19.7683	19.4519	20.9969	19.2164	19.5884	20.4633	19.5698	19.8886			-1									2	2	2	3.9	3.9	3.9	96.557	0	6.6586	10560000	42	17	0.194599	-0.224748	-0.506961	0.299176	-0.407991	-0.73677	0.126516	0.919248	-0.183243	-0.345273	0.126516	-0.183243	-0.345273	Q8IY81	Q8IY81	pre-rRNA processing protein FTSJ3	FTSJ3	668
20.7927	19.8997	20.9877	20.478	18.6331	18.4405	19.0172	18.7743	19.6659	17.8596			-1									1	1	1	2	2	2	101.25	0	2.6642	7220700	54	3	0.122206	0.29804	0.334602	0.0871363	-0.210648	-0.245421	0.183133	0.882535	-0.508688	-0.480539	0.183133	-0.508688	-0.480539	Q8N137	Q8N137	Centrobin	CNTROB	675
18.8999	20.455	20.6559	19.0871	20.2556	18.0764	18.7297	19.5012	17.8825	19.3553			-1									3	3	3	6.4	6.4	6.4	102.9	0	3.6844	7476400	51	3	0.24045	-0.509873	-0.609952	0.457663	-1.07572	-1.06074	0.399584	0.790071	-0.565847	-0.944293	0.399584	-0.565847	-0.944293	Q8N163	Q8N163	Cell cycle and apoptosis regulator protein 2	CCAR2	676
22.5185	22.9824	23.561	22.5135	24.0082	22.1659	23.3092	23.3091	22.0181	22.9885			-1			#ERROR!	I315I_I315X					9	9	9	15.5	15.5	15.5	93.487	0	21.676	87592000	56	39	0.65527	-0.548218	-1.44805	1.56813	-1.23738	-3.40983	1.04942	0.674481	-0.689159	-2.23368	1.04942	-0.689159	-2.23368	Q8N1F7	Q8N1F7	Nuclear pore complex protein Nup93	NUP93	677
24.7816	24.7241	23.4803	24.615	24.1151	24.7451	23.817	23.2613	25.2938	24.6217			-1			#ERROR!	I315I_I315X					2	2	2	1.8	1.8	1.8	251.46	0.0057307	1.8705	232020000	127	2	0.70404	0.75503	1.5431	1.88792	1.1169	4.27055	0.301343	0.823161	0.361869	0.74136	0.301343	0.361869	0.74136	Q8N3C0	Q8N3C0	Activating signal cointegrator 1 complex subunit 3	ASCC3	678
17.8102	19.2666	20.4373	19.0539	19.7905	16.0581	19.2136	19.0603	18.533	18.4149			-1									1	1	1	1.8	1.8	1.8	99.462	0	3.1282	5005800	46	4	0.375765	-0.89048	-0.895887	0.835849	-1.86123	-1.8018	1.10469	0.661778	-0.97075	-2.34924	1.10469	-0.97075	-2.34924	Q8N3V7	Q8N3V7	Synaptopodin	SYNPO	680
26.7563	26.5684	23.0392	26.0179	22.8831	25.7717	25.1416	22.972	22.7654	25.3343			-1									1	1	1	4.5	4.5	4.5	45.333	0	4.2908	449140000	29	16	0.0610087	0.260396	0.175867	0.419691	1.34718	0.984838	0.389844	0.789575	1.08678	0.924551	0.389844	1.08678	0.924551	Q8NBJ4	Q8NBJ4	Golgi membrane protein 1	GOLM1	684
22.6738	22.876	23.1014	22.8782	23.267	21.937	22.5127	21.9278	21.8108	22.1336			-1									5	5	5	17.6	17.6	17.6	44.965	0	11.58	63461000	23	43	0.0841752	-0.105291	-0.237682	0.860524	-0.752454	-1.85074	0.813047	0.691296	-0.647163	-1.75675	0.813047	-0.647163	-1.75675	Q8NC51	Q8NC51	Plasminogen activator inhibitor 1 RNA-binding protein	SERBP1	685
27.4182	24.7543	18.5624	26.4686	24.6047	18.1106	24.5691	25.7202	27.248	20.1111			-1									2	2	2	1.4	1.4	1.4	277.95	0.0015432	2.2437	565590000	160	2	0.075703	-0.729006	-0.215343	0.0827496	0.792271	0.233944	0.207317	0.882413	1.52128	0.535937	0.207317	1.52128	0.535937	Q8NDH2	Q8NDH2	Coiled-coil domain-containing protein 168	CCDC168	686
18.2233	22.4883	18.5367	17.152	19.3412	22.7915	18.2117	20.6248	22.8308	19.5926			-1	#ERROR!	I315I_I315R	#ERROR!	I315I_I315X					9	6	6	5.7	4	4	236.12	0	7.6337	22221000	74	12	1.58743	3.58044	3.45835	3.46562	4.00703	11.361	0.146459	0.91474	0.426598	0.393913	0.146459	0.426598	0.393913	Q8NFD5	Q8NFD5	AT-rich interactive domain-containing protein 1B	ARID1B	688
17.4983	26.5403	25.3568	25.1893	24.4728	26.6374	24.7791	24.6425	26.6568	24.9751			-1	#ERROR!	I315I_I315R	#ERROR!	I315I_I315X					36	26	26	40.9	34.5	34.5	132.88	0	271.88	500440000	54	164	3.2957	1.67588	10.2737	2.57762	1.74195	6.65695	0.0764236	0.938273	0.0660712	0.217255	0.0764236	0.0660712	0.217255	Q8TAQ2	Q8TAQ2	SWI/SNF complex subunit SMARCC2	SMARCC2	691
21.852	21.2315	19.1729	21.7788	21.6253	21.5993	20.0752	22.4913	21.9007	22.2611			-1									4	4	4	17.6	17.6	17.6	41.401	0	7.1402	32791000	19	25	0.984983	-0.599875	-2.10116	0.801292	1.28601	1.73359	1.18797	0.702214	1.88589	2.52706	1.18797	1.88589	2.52706	Q8TDN6	Q8TDN6	Ribosome biogenesis protein BRX1 homolog	BRIX1	692
19.0117	19.0049	19.898	18.7934	20.4586	18.8111	18.7376	19.3809	18.6492	19.264			-1									2	2	2	1.4	1.4	1.4	205.11	0	2.9154	6547400	77	10	0.716483	-0.324319	-1.56738	0.781519	-0.876338	-1.6947	0.440597	0.766861	-0.552019	-1.02673	0.440597	-0.552019	-1.02673	Q8TEM1	Q8TEM1	Nuclear pore membrane glycoprotein 210	NUP210	693
22.343	22.3861	22.9687	20.7407	23.4371	21.5913	22.8288	22.4168	20.7184	22.4842			-1			#ERROR!	I315I_I315X					7	7	7	8.5	8.5	8.5	128.98	0	17.391	55921000	62	33	0.158363	-0.315299	-0.422408	1.3705	-1.51294	-2.9348	0.934454	0.655119	-1.19764	-1.99868	0.934454	-1.19764	-1.99868	Q8WUM0	Q8WUM0	Nuclear pore complex protein Nup133	NUP133	696
18.3755	23.4618	21.5891	21.0391	22.8084	23.4501	21.4701	21.9676	23.5477	20.6647			-1	#ERROR!	I315I_I315R	#ERROR!	I315I_I315X					4	4	3	29.5	29.5	24.9	23.468	0	16.361	54936000	7	24	2.36359	2.26274	5.82393	1.63131	1.53066	3.57018	0.563368	0.782603	-0.732082	-1.26888	0.563368	-0.732082	-1.26888	Q8WUZ0	Q8WUZ0	B-cell CLL/lymphoma 7 protein family member C	BCL7C	697
24.6334	24.2467	23.2631	23.2571	22.5467	23.8457	22.0786	22.8332	22.7615	22.3197			-1									20	20	20	18.3	18.3	18.3	192.69	0	39.945	111470000	111	56	0.716367	0.814644	1.56715	0.814735	0.988496	1.76008	0.1476	0.914548	0.173852	0.396661	0.1476	0.173852	0.396661	Q8WWI1	Q8WWI1	LIM domain only protein 7	LMO7	698
21.8227	20.4063	21.6247	20.4381	23.1671	22.3815	21.2162	21.4721	22.4407	21.3489			-1									6	6	6	12.4	12.4	12.4	58.743	0	11.634	38345000	25	22	0.369281	0.656472	0.882633	0.104668	-0.259833	-0.29055	0.606043	0.768657	-0.916305	-1.35216	0.606043	-0.916305	-1.35216	Q8WXF1	Q8WXF1	Paraspeckle component 1	PSPC1	701
23.6385	17.5718	22.8553	24.4352	25.6438	23.1332	17.0617	21.5313	24.0605	25.0919			-1									3	3	3	0.6	0.6	0.6	796.43	0	3.0796	161250000	449	4	0.383172	-2.09763	-0.910987	0.0274725	-0.26513	-0.0818455	0.265823	0.84518	1.8325	0.665363	0.265823	1.8325	0.665363	Q8WXH0	Q8WXH0	Nesprin-2	SYNE2	703
18.8676	20.4799	20.2128	20.1682	19.9243	19.6913	20.4801	21.0595	19.1922	20.5306			-1									3	3	3	1.7	1.7	1.7	252.5	0	4.9036	11937000	109	4	0.810893	-0.798272	-1.7525	0.439675	-0.417909	-1.02488	0.553234	0.777389	0.380363	1.24907	0.553234	0.380363	1.24907	Q8WYP5	Q8WYP5	Protein ELYS	AHCTF1	708
22.0769	22.5914	22.7431	22.421	23.2438	21.783	22.2399	22.2019	22.0441	22.5447			-1									5	5	5	11.6	11.6	11.6	82.431	0	14.626	57141000	46	35	0.41053	-0.249728	-0.966398	0.736723	-0.602798	-1.60692	0.503445	0.760303	-0.35307	-1.15134	0.503445	-0.35307	-1.15134	Q92499	Q92499	ATP-dependent RNA helicase DDX1	DDX1	710
24.2187	24.1704	23.3537	23.7495	24.9549	23.989	23.4144	23.7293	23.9479	24.3789			-1									6	6	6	26.8	26.8	26.8	22.487	0	12.434	175480000	14	39	0.137215	0.0831909	0.371515	0.086003	0.128103	0.242463	0.0266287	0.964879	0.0449123	0.0794014	0.0266287	0.0449123	0.0794014	Q92522	Q92522	Histone H1x	H1FX	712
22.1097	18.9358	24.1004	22.8522	24.7823	16.5548	19.0265	17.6463	17.9537	22.9657			-1									2	2	2	2.6	2.6	2.6	96.864	0	2.4792	68163000	54	7	0.820402	-3.33995	-1.77127	1.16707	-4.82161	-2.48198	0.23	0.878198	-1.48166	-0.586825	0.23	-1.48166	-0.586825	Q92598	Q92598	Heat shock protein 105 kDa	HSPH1	713
17.763	25.1194	18.8596	17.8566	18.9564	25.114	18.026	18.2815	25.1218	18.7663			-1	#ERROR!	I315I_I315R	#ERROR!	I315I_I315X					14	14	14	52.9	52.9	52.9	44.155	0	52.463	109270000	24	47	4.88199	6.81692	25.9395	4.59941	6.50441	22.0244	NaN	1	0	NaN	0.324738	-0.312515	-0.790552	Q92785;Q92784;Q92782;Q92794;Q8WYB5	Q92785	Zinc finger protein ubi-d4	DPF2	714
22.446	22.0421	22.1705	22.2833	20.3651	21.6146	21.2493	19.6963	21.8074	20.1222			-1									5	3	3	14	10.1	10.1	61.829	0	10.414	32572000	39	26	0.621925	1.12076	1.38311	0.449759	0.559779	1.04501	0.230125	0.879648	-0.560985	-0.587102	0.230125	-0.560985	-0.587102	Q92804	Q92804	TATA-binding protein-associated factor 2N	TAF15	715
26.8425	27.3283	27.5696	27.0822	27.705	26.417	27.166	27.1134	26.4181	27.0268			-1									29	29	22	45.8	45.8	36.5	80.272	0	163.1	1460700000	38	343	0.507237	-0.353008	-1.15881	1.03621	-0.759103	-2.20633	1.16517	0.700881	-0.406095	-2.47791	1.16517	-0.406095	-2.47791	Q92841	Q92841	Probable ATP-dependent RNA helicase DDX17	DDX17	716
18.8991	19.8137	19.8535	19.0698	18.8015	18.3541	16.8775	18.5146	18.5194	19.3463			-1									2	2	2	2.1	2.1	2.1	153.89	0	5.7098	4742300	97	4	0.0535281	-0.0811558	-0.15539	0.144989	0.384894	0.390368	0.198105	0.872905	0.46605	0.514983	0.198105	0.46605	0.514983	Q92878	Q92878	DNA repair protein RAD50	RAD50	717
18.2136	27.5278	25.7858	25.5592	24.9331	27.9398	24.8783	25.5831	27.9525	25.5272			-1	#ERROR!	I315I_I315R	#ERROR!	I315I_I315X					41	41	31	48.6	48.6	41.5	122.87	0	254.07	979810000	56	266	4.05222	2.25021	16.0249	2.88179	2.60762	8.01767	0.53566	0.763969	0.357412	1.21465	0.53566	0.357412	1.21465	Q92922	Q92922	SWI/SNF complex subunit SMARCC1	SMARCC1	718
24.0452	24.7126	24.4284	23.8011	25.4981	24.6937	23.8776	23.7865	24.6724	24.9308			-1									15	15	14	30.1	30.1	28.1	73.114	0	104.32	245130000	41	78	0.616001	0.5201	1.37157	0.0671234	0.0915655	0.192411	0.284023	0.824553	-0.428534	-0.704515	0.284023	-0.428534	-0.704515	Q92945	Q92945	Far upstream element-binding protein 2	KHSRP	720
23.915	24.4551	24.7431	23.891	25.7937	22.4741	25.2845	25.9465	23.1924	24.0855			-1			#ERROR!	I315I_I315X					14	14	14	21.7	21.7	21.7	96.412	0	59.072	279370000	38	99	0.655877	-1.26713	-1.44923	1.35829	-1.89991	-2.90669	0.366272	0.791341	-0.632782	-0.87647	0.366272	-0.632782	-0.87647	Q93050	Q93050	V-type proton ATPase 116 kDa subunit a isoform 1	ATP6V0A1	721
20.2604	20.6921	20.7364	19.518	21.2663	19.3475	20.7867	20.6781	19.2207	20.6974			-1									1	1	1	7.1	7.1	7.1	21.802	0.0015576	2.2923	14435000	11	7	0.373152	-0.54438	-0.890551	1.10608	-1.17636	-2.35217	0.675359	0.739765	-0.631983	-1.48718	0.675359	-0.631983	-1.48718	Q93062	Q93062	RNA-binding protein with multiple splicing	RBPMS	722
18.2251	26.2865	24.8615	24.8268	23.5626	26.5704	24.1629	24.6365	26.5572	24.3945			-1	#ERROR!	I315I_I315R	#ERROR!	I315I_I315X					14	14	14	53.8	53.8	53.8	46.649	0	123.66	419800000	22	108	3.54473	1.8521	11.9036	2.38068	2.27571	5.88705	0.462672	0.756592	0.423602	1.0707	0.462672	0.423602	1.0707	Q969G3	Q969G3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	SMARCE1	723
20.9671	21.358	20.7481	21.125	22.55	20.1011	21.7727	21.7172	19.8997	20.9352			-1									2	2	2	2.1	2.1	2.1	98.918	0.0058055	1.9166	26065000	34	0	0.717933	-0.806217	-1.57021	0.827434	-1.23734	-1.78516	0.306896	0.821409	-0.431122	-0.753092	0.306896	-0.431122	-0.753092	Q969V6	Q969V6	MKL/myocardin-like protein 1	MKL1	724
23.7734	23.9642	24.4552	24.3312	25.0376	24.434	23.4826	24.0769	24.5697	24.4408			-1									10	9	8	20.5	19.4	18	67.56	0	13.749	209010000	36	46	0.0648907	0.0396557	0.18639	0.0016683	-0.00250117	-0.00511209	0.0304464	0.958225	-0.0421569	-0.0904265	0.0304464	-0.0421569	-0.0904265	Q96AE4	Q96AE4	Far upstream element-binding protein 1	FUBP1	725
21.4336	22.9299	22.5458	21.9987	23.9793	22.8559	20.9131	22.2195	22.8064	22.7996			-1									5	5	5	23.5	23.5	23.5	34.93	0	11.268	66760000	18	37	1.02012	0.524822	2.17316	0.163238	0.384711	0.43397	0.0525624	0.949197	-0.140111	-0.152727	0.0525624	-0.140111	-0.152727	Q96AG4	Q96AG4	Leucine-rich repeat-containing protein 59	LRRC59	726
19.0171	17.7722	18.8596	18.2547	21.5101	19.4878	19.1665	19.4697	18.5995	19.8662			-1									2	2	2	56.8	56.8	56.8	8.0019	0	4.3663	6113500	3	2	0.344919	-0.577017	-0.832507	0.558858	-1.22557	-1.26007	0.268196	0.844759	-0.648556	-0.670493	0.268196	-0.648556	-0.670493	Q96B49	Q96B49	Mitochondrial import receptor subunit TOM6 homolog	TOMM6	728
22.2462	23.2707	23.1441	23.2819	23.7878	22.6689	22.912	23.7837	22.2827	23.7215			-1									7	7	7	22.8	22.8	22.8	49.654	0	20.916	96981000	29	37	1.22452	-0.854956	-2.60662	0.625377	-0.540539	-1.38983	0.441216	0.768952	0.314417	1.02796	0.441216	0.314417	1.02796	Q96CW1	Q96CW1	AP-2 complex subunit mu	AP2M1	729
20.7338	22.0618	22.2365	22.0726	22.4079	21.6371	21.8289	21.894	21.6907	22.2948			-1									5	5	5	20.4	20.4	20.4	43.383	0	8.7541	40453000	13	23	0.755255	-0.290569	-1.64319	0.764124	-0.361221	-1.66057	0.124788	0.921031	-0.070652	-0.341002	0.124788	-0.070652	-0.341002	Q96EP5	Q96EP5	DAZ-associated protein 1	DAZAP1	733
21.6898	22.2514	21.8764	21.4712	22.0452	20.1201	22.1053	22.0076	19.5803	20.5881			-1									3	3	3	7.3	7.3	7.3	52.488	0	4.5846	31689000	24	16	0.315412	-0.705038	-0.771016	0.763817	-1.35836	-1.65996	0.71144	0.727372	-0.653319	-1.55753	0.71144	-0.653319	-1.55753	Q96EY1	Q96EY1	DnaJ homolog subfamily A member 3, mitochondrial	DNAJA3	734
19.7068	26.3685	24.9235	25.3255	23.6514	26.5526	24.1041	25.0874	26.5145	25.024			-1	#ERROR!	I315I_I315R	#ERROR!	I315I_I315X					19	19	16	56.9	56.9	48	58.232	0	137.53	456640000	29	166	3.61262	1.33288	12.389	2.40621	2.25222	5.98239	1.12763	0.683333	0.919339	2.39776	1.12763	0.919339	2.39776	Q96GM5	Q96GM5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1	SMARCD1	735
23.0375	22.7838	23.0178	21.6527	24.1238	22.0244	23.2984	23.4192	21.6903	23.2052			-1			#ERROR!	I315I_I315X					6	6	6	38.8	38.8	38.8	32.004	0	13.65	84756000	18	35	0.38801	-0.59284	-0.920825	1.32666	-1.31383	-2.83439	0.483773	0.749775	-0.720994	-1.11252	0.483773	-0.720994	-1.11252	Q96HS1	Q96HS1	Serine/threonine-protein phosphatase PGAM5, mitochondrial	PGAM5	736
25.7716	24.6348	23.8335	24.2018	22.9116	25.4633	23.0718	23.953	24.5228	23.6564			-1	#ERROR!	I315I_I315R	#ERROR!	I315I_I315X					2	2	2	0.6	0.6	0.6	514.66	0.0015625	2.315	234110000	276	7	1.30634	0.936558	2.7884	1.75484	1.60134	3.89703	0.957085	0.665861	0.664785	2.04443	0.957085	0.664785	2.04443	Q96JB1	Q96JB1	Dynein heavy chain 8, axonemal	DNAH8	739
27.6199	27.5995	28.0423	27.8203	27.7553	26.7528	27.568	27.4608	26.3237	27.333			-1									24	24	24	42.6	42.6	42.6	69.491	0	257.68	1899400000	25	235	0.736309	-0.646004	-1.60611	1.0547	-0.896536	-2.24466	0.552626	0.776017	-0.250532	-1.24788	0.552626	-0.250532	-1.24788	Q96PK6	Q96PK6	RNA-binding protein 14	RBM14	742
23.8468	25.8801	22.6456	23.417	23.7928	22.1668	23.8982	23.2031	21.3413	22.9916			-1									1	1	1	1	1	1	128.15	0.0043796	1.9457	150140000	62	5	0.017653	-0.0744635	-0.0531412	0.0765761	-0.316115	-0.217659	0.225153	0.878878	-0.241652	-0.576032	0.225153	-0.241652	-0.576032	Q96PQ0	Q96PQ0	VPS10 domain-containing receptor SorCS2	SORCS2	743
20.3201	20.9865	21.5875	19.9934	22.2536	20.3138	21.0127	21.395	20.7059	20.9753			-1									2	2	2	9.1	9.1	9.1	37.67	0	3.6747	22531000	18	11	0.0926506	-0.119181	-0.259741	1.09342	-0.949179	-2.32554	0.688483	0.743889	-0.829997	-1.51276	0.688483	-0.829997	-1.51276	Q96PU8	Q96PU8	Protein quaking	QKI	744
21.5483	28.1256	28.0533	27.8102	20.7942	27.8321	27.469	18.2215	27.2238	27.6188			-1									2	2	2	9.4	9.4	9.4	35.818	0.0098315	1.779	1599200000	20	1	0.42741	3.177	1.00033	0.415522	2.28836	0.976454	0.0797951	0.937078	-0.88864	-0.22617	0.0797951	-0.88864	-0.22617	Q96QD9	Q96QD9	UAP56-interacting factor	FYTTD1	745
23.4686	24.1551	24.0664	23.4338	24.9178	21.8003	24.3031	24.3693	22.536	23.8377			-1									1	1	1	7.1	7.1	7.1	35.273	0	31.558	157980000	10	29	0.633908	-1.04982	-1.40645	1.01337	-1.59865	-2.15928	0.670998	0.740468	-0.548837	-1.47869	0.670998	-0.548837	-1.47869	Q96S97	Q96S97	Myeloid-associated differentiation marker	MYADM	746
20.7146	19.0292	21.4215	20.0107	18.4144	19.2965	17.9052	19.7998	18.5251	16.7444			-1									2	2	2	4	4	4	89.333	0	5.8226	8404200	39	7	0.030778	0.098629	0.0913801	0.0946593	-0.296773	-0.264928	0.0926478	0.933027	-0.395402	-0.259734	0.0926478	-0.395402	-0.259734	Q96SB3	Q96SB3	Neurabin-2	PPP1R9B	747
21.5309	22.0397	22.4575	21.8981	22.9626	21.6436	20.8826	21.8884	21.0053	21.8731			-1									7	7	7	14.5	14.5	14.5	92.25	0	14.535	40221000	43	21	0.464311	-0.323691	-1.07395	0.316883	-0.538048	-0.774104	0.125275	0.921487	-0.214357	-0.342208	0.125275	-0.214357	-0.342208	Q99459	Q99459	Cell division cycle 5-like protein	CDC5L	749
22.3891	23.0727	23.4457	23.2125	24.3829	21.7815	23.353	23.5335	18.2515	23.8406			-1									11	11	11	24.7	24.7	24.7	83.541	0	31.002	99132000	37	75	0.792864	-2.4936	-1.717	0.845715	-2.69195	-1.82134	0.203853	0.880653	-0.198356	-0.528077	0.203853	-0.198356	-0.528077	Q99567	Q99567	Nuclear pore complex protein Nup88	NUP88	751
18.3253	19.3045	20.6516	18.3793	18.7005	17.8724	17.0665	17.7747	18.3762	18.4763			-1									2	2	2	2.2	2.2	2.2	131.87	0.0030349	2.1518	3666300	68	5	0.258632	0.307594	0.649762	0.0920116	-0.288525	-0.258088	0.219223	0.874149	-0.596118	-0.562768	0.219223	-0.596118	-0.562768	Q99569	Q99569	Plakophilin-4	PKP4	752
21.5393	22.6722	22.7716	21.0165	23.4363	21.405	22.2879	22.3805	23.6534	21.7761			-1									8	8	8	34.4	34.4	34.4	33.296	0	13.024	60507000	26	24	0.487615	0.852487	1.12011	0.128022	-0.255102	-0.348988	1.00663	0.632602	-1.10759	-2.14543	1.00663	-1.10759	-2.14543	Q99623	Q99623	Prohibitin-2	PHB2	753
23.6624	23.3746	23.4382	23.4288	24.4636	23.3602	22.6953	23.4487	23.0665	23.7829			-1									7	7	7	21.1	21.1	21.1	36.224	0	16.668	122170000	14	48	0.873741	-0.286315	-1.87703	0.194954	-0.265247	-0.507773	0.0132588	0.98183	0.0210686	0.0401044	0.0132588	0.0210686	0.0401044	Q99729	Q99729	Heterogeneous nuclear ribonucleoprotein A/B	HNRNPAB	754
20.5003	18.7733	17.9843	19.3722	19.2375	20.2556	18.7043	19.8534	21.2296	20.9694			-1									3	3	3	14.4	14.4	14.4	34.852	0	3.6613	9321000	18	11	0.00811912	0.0211557	0.0246982	0.836292	1.44415	1.80268	1.1222	0.680896	1.42299	2.38624	1.1222	1.42299	2.38624	Q99848	Q99848	Probable rRNA-processing protein EBP2	EBNA1BP2	755
18.7628	19.3487	18.4152	19.1772	19.5533	17.0023	17.8538	19.0694	17.959	19.4337			-1									1	1	1	2.4	2.4	2.4	97.414	0.0058224	1.9361	2963500	55	2	0.747965	-1.12344	-1.62891	0.234411	-0.5041	-0.596611	0.533768	0.762163	0.619344	1.21094	0.533768	0.619344	1.21094	Q99959	Q99959	Plakophilin-2	PKP2	756
23.6811	22.9333	18.6609	22.5091	21.5067	17.2871	21.0445	21.6089	22.9628	22.472			-1									2	2	2	0.8	0.8	0.8	452.98	0	2.6207	49763000	278	5	0.233521	-1.13561	-0.594639	0.114524	0.656993	0.315435	0.899585	0.661033	1.79261	1.92864	0.899585	1.79261	1.92864	Q99996	Q99996	A-kinase anchor protein 9	AKAP9	757
17.2762	19.6077	21.4377	19.3083	19.2976	17.8347	18.5819	17.9577	18.5525	18.743			-1									2	2	2	7.2	7.2	7.2	49.419	0	3.1282	5764100	18	6	0.00238694	-0.00472768	-0.00730817	0.480876	-1.10742	-1.10679	0.512554	0.761674	-1.10269	-1.16927	0.512554	-1.10269	-1.16927	Q9BQ67	Q9BQ67	Glutamate-rich WD repeat-containing protein 1	GRWD1	758
18.4863	20.5094	19.6863	18.6993	18.2396	20.5091	18.0338	19.2718	20.7456	19.3233			-1	#ERROR!	I315I_I315R	#ERROR!	I315I_I315X					2	1	1	12.9	7.9	7.9	22.195	0	2.5539	7301200	7	4	2.64326	1.48989	6.93201	1.67333	1.93483	3.67933	0.328659	0.80458	0.444945	0.798736	0.328659	0.444945	0.798736	Q9BQE9;Q4VC05	Q9BQE9;Q4VC05	B-cell CLL/lymphoma 7 protein family member B;B-cell CLL/lymphoma 7 protein family member A	BCL7B;BCL7A	759
21.1419	22.191	22.7569	21.9349	23.492	22.2432	21.061	21.9737	22.6817	23.0412			-1									10	10	10	10.7	10.7	10.7	148.85	0	17.261	56626000	76	30	0.0480682	0.0553309	0.140273	0.0295686	-0.064731	-0.0878988	0.0512051	0.947755	-0.120062	-0.148977	0.0512051	-0.120062	-0.148977	Q9BQG0	Q9BQG0	Myb-binding protein 1A	MYBBP1A	760
21.6546	21.4924	19.4832	21.3914	22.3296	21.2489	21.0858	21.5778	21.6122	21.9099			-1									3	3	3	24.2	24.2	24.2	22.083	0	5.0888	30000000	11	17	0.399543	-0.175194	-0.944209	0.228635	0.484994	0.58379	0.323561	0.806186	0.660187	0.788092	0.323561	0.660187	0.788092	Q9BRJ6	Q9BRJ6	Uncharacterized protein C7orf50	C7orf50	761
20.4882	21.0447	20.0935	17.6337	19.6458	20.6162	20.6028	18.7747	21.1059	20.1087			-1	#ERROR!	I315I_I315R							2	2	2	2.8	2.8	2.8	95.737	0.0015601	2.306	12160000	46	7	1.33247	2.08324	2.84762	1.20035	0.80824	2.5539	0.765304	0.721229	-1.275	-1.66288	0.765304	-1.275	-1.66288	Q9BUJ2	Q9BUJ2	Heterogeneous nuclear ribonucleoprotein U-like protein 1	HNRNPUL1	763
22.3458	21.4173	22.1152	21.455	22.4415	18.0592	17.8273	19.473	17.8383	18.6767			-1									14	2	2	53	9.4	9.4	49.953	0	19.964	21750000	21	7	0.207622	-0.763285	-0.536627	0.376161	-1.68975	-0.896696	0.211212	0.879528	-0.926465	-0.544744	0.211212	-0.926465	-0.544744	Q9BVA1;Q13885	Q9BVA1;Q13885	Tubulin beta-2B chain;Tubulin beta-2A chain	TUBB2B;TUBB2A	764
21.9299	22.7373	22.3356	22.9905	24.0816	21.6826	22.9497	22.0957	22.2946	22.8661			-1									9	9	9	21.5	21.5	21.5	61.992	0	17.532	71106000	30	31	0.424944	-0.41259	-0.995388	0.673628	-0.884059	-1.48381	0.333488	0.805641	-0.471469	-0.808793	0.333488	-0.471469	-0.808793	Q9BVP2	Q9BVP2	Guanine nucleotide-binding protein-like 3	GNL3	766
