"","seqnames","start","end","width","strand","Conc","Conc_WT","Conc_MUTANT","Fold","p.value","FDR"
"20357","chr11",30889378,30889878,501,"*",4.28804834135585,4.94017769538147,3.06546282627253,1.87471486910894,0.00356632641766778,0.0156370550182846
"120438","chr9",79254844,79255344,501,"*",5.22664108503369,5.72833940761416,4.45097941004517,1.27735999756899,0.00356847388114361,0.0156459300695019
"68262","chr2",234422193,234422693,501,"*",5.62945434833238,6.08343474442495,4.96330311923727,1.12013162518767,0.00357024126691141,0.0156531381187656
"70254","chr20",37222986,37223486,501,"*",4.26577798975936,4.91177451621754,3.06546282627253,1.84631168994502,0.00357158114901535,0.0156584714147679
"12640","chr10",4120475,4120975,501,"*",3.56084057332962,4.33253395533284,1.78847056009387,2.54406339523897,0.00357187181756254,0.0156592045550871
"68569","chr2",239229496,239229996,501,"*",4.69492438463004,5.26702730358495,3.73282935993009,1.53419794365486,0.0035721083958332,0.0156597005193611
"51113","chr17",81090931,81091431,501,"*",6.81569514546543,6.37822617578822,7.15091659860247,-0.772690422814242,0.00357403935054711,0.015667624138494
"76105","chr3",19957297,19957797,501,"*",4.75787663578771,5.3251380771728,3.80971287315607,1.51542520401674,0.00357459706550628,0.0156692282263201
"37188","chr14",71852189,71852689,501,"*",4.20137167841157,4.85522860575092,2.97243288531541,1.88279572043552,0.00357477584011056,0.0156692282263201
"88510","chr4",128348212,128348712,501,"*",4.20137167841157,4.85522860575092,2.97243288531541,1.88279572043552,0.00357477584011056,0.0156692282263201
"52480","chr18",34773860,34774360,501,"*",4.21094982972349,4.85688285474711,3.01086298143031,1.84601987331679,0.00357536863173368,0.0156707436138719
"110824","chr7",105734265,105734765,501,"*",4.21094982972349,4.85688285474711,3.01086298143031,1.84601987331679,0.00357536863173368,0.0156707436138719
"90490","chr4",177574378,177574878,501,"*",3.93047694207945,4.6470172806829,2.44351592115123,2.20350135953167,0.00357602960216794,0.0156730990945724
"105020","chr6",154232395,154232895,501,"*",4.1526479291561,4.8090935955416,2.91412179441565,1.89497180112595,0.00357618067526181,0.0156732197007432
"37181","chr14",71736531,71737031,501,"*",4.23124860456145,4.87758773317057,3.02970084050329,1.84788689266727,0.00357649928974547,0.0156740745518325
"38095","chr14",95562980,95563480,501,"*",4.40685383236865,5.05399245460109,3.20242443719245,1.85156801740864,0.00357764052303082,0.0156785343614836
"101876","chr6",82861098,82861598,501,"*",3.67775042500438,4.43409663844404,1.99177589082258,2.44232074762146,0.00358011298534385,0.015688827595842
"99205","chr6",16205279,16205779,501,"*",4.32858979758653,4.95787320113424,3.1868207108156,1.77105249031863,0.00358108389958609,0.0156925402387141
"16030","chr10",79242048,79242548,501,"*",5.20289841557234,5.700384630776,4.43739593493938,1.26298869583662,0.00358294192949046,0.0157001398887604
"6979","chr1",147971658,147972158,501,"*",3.44733678279018,4.24721100421606,1.49864295450465,2.74856804971141,0.00358628840739927,0.0157137182499883
"52304","chr18",25424989,25425489,501,"*",3.44733678279018,4.24721100421606,1.49864295450465,2.74856804971141,0.00358628840739927,0.0157137182499883
"52428","chr18",32308687,32309187,501,"*",3.80448496581204,4.53147487218247,2.26839174116204,2.26308313102043,0.00358987737261186,0.0157289004031003
"45364","chr16",69997949,69998449,501,"*",4.71328193698351,5.28017261755306,3.7661775915031,1.51399502604996,0.00359154371218692,0.0157351144221294
"60755","chr2",60496957,60497457,501,"*",4.71328193698351,5.28017261755306,3.7661775915031,1.51399502604996,0.00359154371218692,0.0157351144221294
"56232","chr19",41223377,41223877,501,"*",5.88303906941507,6.30161632166658,5.29097090062305,1.01064542104353,0.00359285164677658,0.0157403010567053
"93499","chr5",89560720,89561220,501,"*",3.7602617445757,4.49151877894258,2.20350805937271,2.28801071956987,0.00359356672369364,0.0157424265420534
"8123","chr1",167092549,167093049,501,"*",4.01102921989138,4.69261588339148,2.67495583233035,2.01766005106113,0.003593585007554,0.0157424265420534
"4913","chr1",78061808,78062308,501,"*",4.35996801364401,4.98872193757679,3.22000459389917,1.76871734367762,0.0035955106748218,0.0157503183963842
"56123","chr19",39557751,39558251,501,"*",4.67839410190973,5.2565266747127,3.6986919993566,1.5578346753561,0.00359639879358215,0.0157534009579857
"16207","chr10",85643792,85644292,501,"*",5.74797353140388,6.19918984263119,5.08781230096378,1.1113775416674,0.00359646274196122,0.0157534009579857
"36111","chr14",55131234,55131734,501,"*",5.58694233114003,6.04181385315289,4.91885218944913,1.12296166370375,0.00359682420572556,0.0157544402522253
"7065","chr1",150163062,150163562,501,"*",6.77273155289454,7.10184680779072,6.34563531045326,0.756211497337457,0.00359805691362675,0.0157592954770866
"63023","chr2",112836678,112837178,501,"*",4.06924562481212,4.74256373710522,2.7661775915031,1.97638614560212,0.0035989293541023,0.0157625724692395
"53534","chr18",70384175,70384675,501,"*",4.63433639441218,5.21787392152149,3.6386028898411,1.57927103168039,0.00359911416930094,0.0157628376814032
"124678","chrX",40971652,40972152,501,"*",3.8453805870339,4.56833617491915,2.32849723210632,2.23983894281283,0.0036006086524419,0.0157688385561733
"61063","chr2",64779321,64779821,501,"*",4.32265533239402,4.95972885381973,3.15397703522656,1.80575181859318,0.00360114808615832,0.0157706565292189
"66209","chr2",192708174,192708674,501,"*",3.55230992237162,4.33015407664749,1.74353473138517,2.58661934526232,0.00360151044057882,0.0157716989128423
"106025","chr7",2612998,2613498,501,"*",6.48629511264944,6.00434349286985,6.84693089794073,-0.842587405070875,0.00360181813522968,0.0157725018672382
"6658","chr1",117850298,117850798,501,"*",4.1397247365597,4.81421145819525,2.83204894033919,1.98216251785606,0.00360209020677977,0.0157731487766381
"9303","chr1",185574384,185574884,501,"*",4.38168479890938,4.99805382341611,3.2831420690215,1.71491175439461,0.00360248318886036,0.0157737805900147
"116038","chr8",96586383,96586883,501,"*",4.38168479890938,4.99805382341611,3.2831420690215,1.71491175439461,0.00360248318886036,0.0157737805900147
"77642","chr3",49535743,49536243,501,"*",6.24131034115102,5.73969338902726,6.61279704223063,-0.87310365320337,0.00360331918238214,0.0157768964836235
"75374","chr3",4688304,4688804,501,"*",3.55880926791093,4.33015407664749,1.78847056009387,2.54168351655362,0.00360373319858515,0.0157781646259249
"37828","chr14",89108348,89108848,501,"*",4.14103888624398,4.80532112567884,2.87298802175898,1.93233310391986,0.0036042071998099,0.0157796953030401
"78691","chr3",64038268,64038768,501,"*",4.65842494673862,5.23783479006708,3.67495583233035,1.56287895773673,0.00360448189086104,0.0157803532983436
"14222","chr10",33571548,33572048,501,"*",4.47207585874959,5.07946313762024,3.4026310796067,1.67683205801354,0.00360516316292805,0.0157827911907699
"17973","chr10",113944992,113945492,501,"*",5.4647517343433,5.92588481721218,4.78292952949158,1.1429552877206,0.00360536869480752,0.0157831462771758
"22031","chr11",67055046,67055546,501,"*",6.51404530843153,6.89179632934591,6.00088361981524,0.890912709530667,0.00360656679359948,0.015787846328307
"27402","chr12",53844984,53845484,501,"*",6.63131454443105,6.97055244806948,6.18695768148678,0.783594766582702,0.00360676701469291,0.0157881779684539
"59619","chr2",39830534,39831034,501,"*",4.76526461184487,5.32369783659173,3.84204526885976,1.48165256773197,0.00360782203987635,0.0157917570912642
"19093","chr11",3136105,3136605,501,"*",5.56022043216414,6.02614387491423,4.86776284789363,1.1583810270206,0.00360783363495986,0.0157917570912642
"110106","chr7",94673633,94674133,501,"*",4.20135292284503,4.84991466534541,2.99177589082258,1.85813877452283,0.00360877711603606,0.0157953417543098
"16861","chr10",96840803,96841303,501,"*",4.92937792077625,5.47241834944628,4.04829589296735,1.42412245647893,0.00361196577314069,0.015808752794895
"108046","chr7",37117225,37117725,501,"*",4.20269194786347,4.86217123767689,2.95282700905593,1.90934422862097,0.00361252535629721,0.015810583015682
"18867","chr10",132517085,132517585,501,"*",7.45829602271111,7.74841901485776,7.09475682174997,0.653662193107798,0.00361263321594884,0.015810583015682
"87188","chr4",90254251,90254751,501,"*",5.23413505719253,4.4803913582775,5.72669319567595,-1.24630183739845,0.00361311795958438,0.0158121589529151
"65745","chr2",186274924,186275424,501,"*",4.0635729113385,4.74650370255628,2.72204395611571,2.02445974644057,0.00361383304261056,0.0158147427854292
"79399","chr3",99627349,99627849,501,"*",4.51143712917527,5.10923151596086,3.4722421307538,1.63698938520706,0.00361444137921499,0.0158168593154471
"65339","chr2",175684406,175684906,501,"*",3.6698584972964,4.42474798118471,1.99177589082258,2.43297209036213,0.00361475955903537,0.0158171603857452
"82491","chr3",169914274,169914774,501,"*",3.6698584972964,4.42474798118471,1.99177589082258,2.43297209036213,0.00361475955903537,0.0158171603857452
"80308","chr3",124260451,124260951,501,"*",4.27374165162668,4.92161589907253,3.06665431846484,1.85496158060769,0.00361524242103633,0.0158178497390479
"37125","chr14",71155698,71156198,501,"*",4.32743146415701,4.96618746797666,3.15285554909292,1.81333191888374,0.00361529118566688,0.0158178497390479
"104350","chr6",140078678,140079178,501,"*",4.32743146415701,4.96618746797666,3.15285554909292,1.81333191888374,0.00361529118566688,0.0158178497390479
"13958","chr10",29587550,29588050,501,"*",6.07063553886259,6.465485727576,5.52521949492777,0.940266232648239,0.00361589525550155,0.0158199470563179
"58001","chr2",10202171,10202671,501,"*",3.65397134655388,4.41309132269496,1.95282700905593,2.46026431363903,0.00361652066970104,0.0158215919434721
"100831","chr6",45169804,45170304,501,"*",3.65397134655388,4.41309132269496,1.95282700905593,2.46026431363903,0.00361652066970104,0.0158215919434721
"26238","chr12",28771941,28772441,501,"*",3.45913530666014,4.25276193532164,1.55174081969369,2.70102111562796,0.00361781669536813,0.0158267159858205
"61918","chr2",84991629,84992129,501,"*",5.70820045016085,6.15114001715276,5.06576079158602,1.08537922556675,0.00361797549483271,0.0158268034470459
"1622","chr1",23140943,23141443,501,"*",5.09221145338236,4.31239793960939,5.59561914066806,-1.28322120105867,0.00361808621985372,0.0158268034470459
"48610","chr17",43585306,43585806,501,"*",4.86819932318354,5.41309132269496,3.98213680561472,1.43095451708024,0.00361839044379037,0.0158275884336447
"98445","chr6",4181811,4182311,501,"*",3.87503721077703,4.58521799658172,2.41701144106035,2.16820655552136,0.00362006773276129,0.0158343792295519
"117265","chr8",123653596,123654096,501,"*",4.20965574741913,4.85522860575092,3.01086298143031,1.84436562432061,0.00362192446256975,0.0158414081965968
"120524","chr9",81370590,81371090,501,"*",4.20965574741913,4.85522860575092,3.01086298143031,1.84436562432061,0.00362192446256975,0.0158414081965968
"10636","chr1",211345709,211346209,501,"*",5.02540251719821,5.55206695259368,4.18736851549291,1.36469843710078,0.00362242207338348,0.0158430383689437
"16726","chr10",94076303,94076803,501,"*",5.48915848850641,5.94905257881491,4.81006862357459,1.13898395524032,0.00362383333416811,0.0158486367805986
"97359","chr5",168178012,168178512,501,"*",5.5035819843969,5.96280466125118,4.8259696447177,1.13683501653348,0.00362395199490779,0.0158486367805986
"33882","chr13",90184895,90185395,501,"*",3.94885877730229,4.65122662254713,2.52543615426007,2.12579046828706,0.00362436330795745,0.0158498891419664
"40350","chr15",59614899,59615399,501,"*",3.34178183676898,4.18475808280686,1.06427034923788,3.12048773356898,0.00362605512157794,0.0158567410466907
"108550","chr7",46025023,46025523,501,"*",5.01983144075385,5.55757979793899,4.15285554909292,1.40472424884608,0.00362656579977591,0.0158584275512142
"40557","chr15",63013213,63013713,501,"*",6.14452704122736,6.54294080497014,5.59224816670288,0.950692638267265,0.00362747678802593,0.0158618643748592
"2546","chr1",33229035,33229535,501,"*",3.92883704342327,4.62657800826,2.52543615426007,2.10114185399993,0.00362795184891583,0.0158631665505041
"40251","chr15",58260175,58260675,501,"*",4.13533856383066,4.80360664904637,2.85197280990056,1.95163383914581,0.00362808193132669,0.0158631665505041
"36526","chr14",63563564,63564064,501,"*",4.88195437834589,5.43874834755578,3.96330311923727,1.47544522831851,0.00362814974245401,0.0158631665505041
"108469","chr7",44576170,44576670,501,"*",5.70808692229805,6.14450607186565,5.07938630659668,1.06511976526897,0.00362912328646334,0.0158668762367977
"38789","chr15",28809332,28809832,501,"*",4.63125972455919,5.21761057700359,3.62708663501155,1.59052394199204,0.00362991392530593,0.0158694563097054
"22586","chr11",75155895,75156395,501,"*",4.13395516480916,4.79637566831522,2.87298802175898,1.92338764655624,0.00363008871550091,0.0158694563097054
"122963","chr9",125550066,125550566,501,"*",4.13395516480916,4.79637566831522,2.87298802175898,1.92338764655624,0.00363008871550091,0.0158694563097054
"20236","chr11",27664802,27665302,501,"*",3.83465985914074,4.55533550756492,2.32849723210632,2.2268382754586,0.00363192447219385,0.0158767479482337
"17912","chr10",113142526,113143026,501,"*",4.50681399828372,5.1075586374436,3.45840448673225,1.64915415071135,0.00363200697434643,0.0158767479482337
"73194","chr22",17972583,17973083,501,"*",5.96070897748114,6.36606710406933,5.3949125505697,0.971154553499626,0.00363519269124955,0.0158901262326116
"2348","chr1",31523759,31524259,501,"*",4.00334581419769,4.700384630776,2.60295361152149,2.09743101925451,0.00363626894429662,0.0158942830406228
"37271","chr14",73783177,73783677,501,"*",6.99821938934568,7.3116716116363,6.59719861699637,0.714472994639928,0.00363647656659061,0.0158946428717922
"19585","chr11",10727293,10727793,501,"*",4.69963424179024,5.30076024007296,3.65002794415611,1.65073229591685,0.00363686769308421,0.0158958047273927
"22565","chr11",74773411,74773911,501,"*",4.94795370086867,5.49151877894258,4.06546282627253,1.42605595267005,0.00363702704424711,0.0158959535080221
"121668","chr9",100525578,100526078,501,"*",3.92225416540408,4.63084732131876,2.47134273021257,2.1595045911062,0.00363738099621286,0.0158969527693917
"76780","chr3",36312291,36312791,501,"*",4.38034964595861,5.01060586044548,3.2352553789305,1.77535048151497,0.00363886789621755,0.0159029032719282
"12633","chr10",4061944,4062444,501,"*",4.35737713794639,4.98053689437496,3.23631462889095,1.74422226548401,0.00364036355471968,0.0159088916403108
"126065","chrX",133512320,133512820,501,"*",3.86260053751262,4.5828118696708,2.35860942252891,2.22420244714189,0.00364057644164607,0.0159092739002235
"69211","chr20",11387373,11387873,501,"*",5.49638931656123,6.44526063986533,1.65241060098239,4.79285003888293,0.00364075100940119,0.0159094886852651
"13450","chr10",20898819,20899319,501,"*",4.37433428987897,4.99805382341611,3.25139486374249,1.74665895967363,0.00364104929146402,0.0159102440482533
"103752","chr6",130096546,130097046,501,"*",4.79820196919411,5.36478608628513,3.85197280990056,1.51281327638457,0.00364143822374963,0.0159113954586162
"37987","chr14",91947274,91947774,501,"*",5.25735640194483,5.74632115387473,4.51210175266547,1.23421940120927,0.00364160899383348,0.0159115935548968
"50401","chr17",69950856,69951356,501,"*",4.29812639198926,4.9677193219227,3.00962448961768,1.95809483230502,0.00364218354377987,0.0159135558466422
"29094","chr12",91818272,91818772,501,"*",4.138301280258,4.79637566831522,2.89370150264625,1.90267416566896,0.00364270185646321,0.0159152722978601
"101386","chr6",64218127,64218627,501,"*",4.15695752099449,4.81455975278651,2.91412179441565,1.90043795837086,0.00364322393420822,0.0159170050801509
"116830","chr8",111916777,111917277,501,"*",4.10782923868859,4.77970466756846,2.81042428629117,1.96928038127729,0.00364380268337618,0.0159189853282696
"59953","chr2",43889357,43889857,501,"*",4.88274014028606,5.43298807616692,3.98213680561472,1.4508512705522,0.00364545262372707,0.0159254044511804
"107039","chr7",22934497,22934997,501,"*",5.44889565964212,5.92762105449149,4.72744673678706,1.20017431770443,0.00364552308559091,0.0159254044511804
"27244","chr12",52454378,52454878,501,"*",3.65813314584009,4.41084079080101,1.99177589082258,2.41906489997842,0.00364611118815551,0.0159274250642206
"51864","chr18",13026496,13026996,501,"*",5.09585973719171,5.84558499981396,3.44534916090128,2.40023583891268,0.00364630096411275,0.0159277055750561
"119427","chr9",33885334,33885834,501,"*",4.4398233807522,5.06463825361696,3.31320211938458,1.75143613423238,0.00364756698875605,0.0159326871546325
"115701","chr8",86321691,86322191,501,"*",3.90574168674649,4.61644851759921,2.44534916090128,2.17109935669792,0.00364816222946022,0.0159339149453155
"58516","chr2",21358939,21359439,501,"*",3.71104561877221,4.45960875509265,2.06665431846484,2.39295443662781,0.00364822490517883,0.0159339149453155
"64863","chr2",167925742,167926242,501,"*",3.71104561877221,4.45960875509265,2.06665431846484,2.39295443662781,0.00364822490517883,0.0159339149453155
"105049","chr6",154653772,154654272,501,"*",4.19198363205588,4.84825240241551,2.95411520937467,1.89413719304084,0.00365042356080338,0.0159429688254443
"14703","chr10",50490173,50490673,501,"*",3.91718188067129,4.62463724455123,2.47134273021257,2.15329451433867,0.00365069130126229,0.0159430403466011
"115357","chr8",73648378,73648878,501,"*",3.91718188067129,4.62463724455123,2.47134273021257,2.15329451433867,0.00365069130126229,0.0159430403466011
"25544","chr12",10016786,10017286,501,"*",3.55883854672738,4.33776669335488,1.74353473138517,2.59423196196972,0.00365097191772032,0.0159436038620511
"90171","chr4",168318493,168318993,501,"*",5.28820762936064,5.77621213526479,4.5452094802721,1.23100265499269,0.00365107171025071,0.0159436038620511
"80317","chr3",124351660,124352160,501,"*",5.52840672962322,5.99414724661068,4.83635736446364,1.15778988214704,0.0036515798180105,0.0159452737719197
"23517","chr11",95465833,95466333,501,"*",4.04045473276892,4.72344298020629,2.6986919993566,2.02475098084969,0.00365403485041811,0.0159554448674826
"116922","chr8",116195280,116195780,501,"*",3.56530861294517,4.33776669335488,1.78847056009387,2.54929613326102,0.00365461113385678,0.0159574119355638
"57217","chr19",49761695,49762195,501,"*",5.58194524056953,4.94485176542138,6.02235843566054,-1.07750667023916,0.0036561225078244,0.0159634616859719
"26317","chr12",31570821,31571321,501,"*",4.72204727723977,5.29589029242905,3.7549005829814,1.54098970944765,0.00365697835790989,0.0159666489522126
"28429","chr12",69251980,69252480,501,"*",5.41951892130915,5.89300615019819,4.71003402943961,1.18297212075858,0.00365806299296581,0.0159708348574668
"26694","chr12",46788010,46788510,501,"*",3.77152235266463,4.49832771748925,2.23631462889095,2.2620130885983,0.00365887365352125,0.015972676085983
"108302","chr7",41323400,41323900,501,"*",3.77152235266463,4.49832771748925,2.23631462889095,2.2620130885983,0.00365887365352125,0.015972676085983
"63779","chr2",146602336,146602836,501,"*",4.15942441546062,4.83385438663063,2.85197280990056,1.98188157673007,0.00365889428410793,0.015972676085983
"24922","chr11",130022717,130023627,911,"*",6.36813583965631,6.73023795395788,5.88355096730695,0.84668698665093,0.00365898838317551,0.015972676085983
"90848","chr5",90565,91065,501,"*",5.69205943470552,6.1295138860225,5.06119020552966,1.06832368049284,0.00365947507478466,0.0159742509355328
"62759","chr2",106263986,106264486,501,"*",3.85066339082315,4.56185048543008,2.38810593455224,2.17374455087784,0.00366065250972837,0.0159788407888257
"124376","chrX",20061858,20062358,501,"*",4.32356834695515,4.95137717429078,3.1868207108156,1.76455646347518,0.00366223998580068,0.0159852201045622
"41692","chr15",76432845,76433345,501,"*",4.61804055720701,5.1999750498686,3.62708663501155,1.57288841485706,0.00366592729787664,0.0160007641878074
"93497","chr5",89327474,89327974,501,"*",3.31930854072943,4.14247293816708,1.20350805937271,2.93896487879437,0.00366873540684265,0.0160117628367996
"104768","chr6",148869559,148870059,501,"*",3.31930854072943,4.14247293816708,1.20350805937271,2.93896487879437,0.00366873540684265,0.0160117628367996
"10983","chr1",219119822,219120322,501,"*",3.74712967091545,4.48253604715744,2.16993808226025,2.31259796489719,0.00366882586490098,0.0160117628367996
"78204","chr3",56590736,56591236,501,"*",5.94419685627253,6.35942519413683,5.35885260263182,1.00057259150501,0.00366915198959002,0.0160126352283852
"54402","chr19",6610892,6611392,501,"*",3.66606211732538,4.41309132269496,2.02970084050329,2.38339048219167,0.0036694225913764,0.0160132652594358
"19401","chr11",9053647,9054147,501,"*",4.79918910567483,5.35121961111741,3.89370150264625,1.45751810847116,0.00367077072049488,0.0160178995752263
"36073","chr14",54764022,54764522,501,"*",5.33759901653078,5.82525749598379,4.59541276966844,1.22984472631534,0.00367084571959387,0.0160178995752263
"67721","chr2",224818926,224819426,501,"*",3.84339580018228,4.5723692465595,2.29774311236317,2.27462613419633,0.00367086335691517,0.0160178995752263
"81446","chr3",143522592,143523092,501,"*",4.18777756050531,4.84291265630817,2.95411520937467,1.8887974469335,0.00367231400396067,0.0160236783169517
"92584","chr5",72634471,72634971,501,"*",4.33983222614165,4.99173661298694,3.11807143114984,1.8736651818371,0.00367358210990013,0.0160286601934802
"11055","chr1",220487417,220487917,501,"*",4.33002516522429,4.95972885381973,3.1868207108156,1.77290814300413,0.00367414472688824,0.0160300122749863
"66816","chr2",207123273,207123773,501,"*",4.33002516522429,4.95972885381973,3.1868207108156,1.77290814300413,0.00367414472688824,0.0160300122749863
"63566","chr2",135055146,135055646,501,"*",4.79196080398899,5.34887038259815,3.87298802175898,1.47588236083917,0.00367571332348435,0.0160363043923042
"115943","chr8",95096089,95096589,501,"*",4.57508839398693,5.16377042623567,3.56387191313417,1.5998985131015,0.00367649716970092,0.0160391725064794
"92126","chr5",59483902,59484402,501,"*",5.12051115677852,5.62560795275347,4.33657837742181,1.28902957533167,0.00367905326679454,0.0160497718206005
"97511","chr5",170173191,170173691,501,"*",4.40945812502431,5.02482336684617,3.31420567751317,1.710617689333,0.00367919732701843,0.01604984832102
"108867","chr7",55983506,55984006,501,"*",4.21355311506394,4.86546198507872,2.99177589082258,1.87368609425613,0.00367934407302379,0.0160499365320225
"103686","chr6",129352999,129353499,501,"*",5.05169935399102,4.26578257842264,5.55760726713282,-1.29182468871018,0.00367961463651745,0.0160502458012258
"36601","chr14",64645345,64645845,501,"*",7.33467268473992,7.62531570456068,6.97031501928696,0.655000685273722,0.00367968978958596,0.0160502458012258
"65318","chr2",175253742,175254242,501,"*",3.18412134705008,4.04471971312999,0.743534731385166,3.30118498174482,0.00367979455299916,0.0160502458012258
"5171","chr1",87754008,87754508,501,"*",4.40221548244482,5.01536061414234,3.31420567751317,1.70115493662917,0.00368046210485765,0.0160525114912526
"32589","chr13",44364445,44364945,501,"*",3.6520396631672,4.40360510360641,1.99177589082258,2.41182921278383,0.00368082018214978,0.0160525114912526
"81473","chr3",146506541,146507041,501,"*",3.6520396631672,4.40360510360641,1.99177589082258,2.41182921278383,0.00368082018214978,0.0160525114912526
"88880","chr4",140314974,140315474,501,"*",3.6520396631672,4.40360510360641,1.99177589082258,2.41182921278383,0.00368082018214978,0.0160525114912526
"54741","chr19",10981359,10981859,501,"*",5.09272238299265,5.60190455680437,4.29875747800583,1.30314707879854,0.00368239414542647,0.0160588236432769
"63614","chr2",136085668,136086168,501,"*",4.36207777738556,4.9962468473343,3.20350805937271,1.79273878796159,0.00368256762167964,0.0160590280843379
"10584","chr1",210173956,210174456,501,"*",5.78585619022331,5.16671380821208,6.21768468244562,-1.05097087423354,0.00368397966856269,0.0160646335138025
"9249","chr1",184954217,184954717,501,"*",5.37163805507922,5.84991466534541,4.6512197644484,1.198694900897,0.00368413174888278,0.0160647444436176
"75225","chr22",49754495,49754995,501,"*",4.98410640440922,4.17629121843878,5.49886364169726,-1.32257242325848,0.00368510868979669,0.0160684520664819
"85028","chr4",26022429,26022929,501,"*",6.24526376449555,6.62881327351754,5.72128758701992,0.907525686497623,0.00368596910102817,0.0160716513389346
"15220","chr10",65827264,65827764,501,"*",4.30989315401253,4.9432954240395,3.15397703522656,1.78931838881294,0.00368624679056353,0.0160723096816033
"117394","chr8",125747600,125748100,501,"*",3.06849404195911,3.97566577790758,0.0642703492378785,3.9113954286697,0.00368723594219718,0.016076069899969
"35791","chr14",52108361,52108861,501,"*",3.93886014460528,4.63277975455013,2.55174081969369,2.08103893485644,0.00368823410719617,0.0160798691561056
"18610","chr10",125623034,125623534,501,"*",4.45387101851832,5.07378425305394,3.3436318892735,1.73015236378044,0.00369094728300025,0.0160911449545708
"43894","chr16",20483556,20484056,501,"*",3.67179355859339,4.44118137419307,1.91279736727569,2.52838400691738,0.0036915353346202,0.0160931555525205
"67141","chr2",215410739,215411239,501,"*",3.3193431067691,4.15114001715276,1.13556832044947,3.01557169670329,0.00369205181035497,0.0160948539897298
"35318","chr14",32567565,32568065,501,"*",3.44517076226781,4.25276193532164,1.44351592115123,2.80924601417041,0.00369271599271607,0.016097196189279
"47408","chr17",17990951,17991451,501,"*",6.02851680077609,6.43088198545948,5.46856980736811,0.962312178091368,0.00369312449950734,0.0160984237315386
"102663","chr6",107624457,107624957,501,"*",4.07379080174587,4.74256373710522,2.78847056009387,1.95409317701136,0.00369401794734943,0.0161017649871888
"61566","chr2",72940762,72941262,501,"*",5.25611232987307,5.74739580570556,4.50538804804802,1.24200775765754,0.00369546465514464,0.0161075175217128
"51853","chr18",12903900,12904400,501,"*",4.70943736251581,5.27497947735426,3.7661775915031,1.50880188585116,0.0036968966443433,0.0161129287095039
"94051","chr5",103161797,103162297,501,"*",3.3317447495576,4.15652297780241,1.20350805937271,2.95301491842969,0.00369696015900508,0.0161129287095039
"107889","chr7",34772446,34772946,501,"*",3.79520624167138,4.52690064257326,2.23631462889095,2.29058601368232,0.00369732969281182,0.0161139856453159
"58222","chr2",15800826,15801326,501,"*",4.82880662931397,5.37707382322702,3.93360419776614,1.44346962546088,0.0036978240108315,0.0161148981504403
"85792","chr4",53702547,53703047,501,"*",4.65651290225343,5.23121180599078,3.68687273067048,1.5443390753203,0.00369793105815762,0.0161148981504403
"23855","chr11",106733850,106734350,501,"*",4.44313082604764,5.06892657125381,3.31320211938458,1.75572445186923,0.00369803981480171,0.0161148981504403
"118398","chr9",2843323,2843823,501,"*",5.25602022475004,5.75860137688315,4.47821637048655,1.28038500639659,0.00369804721375554,0.0161148981504403
"3627","chr1",50841753,50842253,501,"*",4.3890145150818,5.00285005691058,3.29875747800583,1.70409257890475,0.00369838402275158,0.0161158122377824
"10413","chr1",208476256,208476756,501,"*",5.38776720467383,5.8757901879145,4.64472568279109,1.2310645051234,0.00370076680009934,0.0161256413206307
"105468","chr6",161271260,161271760,501,"*",5.6077878927936,6.05399245460109,4.95839556153618,1.09559689306491,0.00370157216889026,0.0161280604780305
"24435","chr11",117828705,117829205,501,"*",5.20554430896152,5.71871597704196,4.40168720380428,1.31702877323768,0.0037015762680713,0.0161280604780305
"98464","chr6",4371385,4371885,501,"*",4.38519413770652,5.02157544383079,3.21893329642905,1.80264214740174,0.00370246010977257,0.0161313573705949
"103737","chr6",129965563,129966063,501,"*",3.91876663354461,4.62657800826,2.47134273021257,2.15523527804744,0.00370270748391306,0.0161315001558754
"47957","chr17",31061575,31062075,501,"*",5.6038160210613,4.95478685062957,6.04985061308893,-1.09506376245936,0.00370274721753402,0.0161315001558754
"91345","chr5",34667670,34668170,501,"*",4.71423424858413,5.29319923687668,3.73207862573536,1.56112061114132,0.00370471265087485,0.0161395085235516
"33589","chr13",75934820,75935320,501,"*",3.74534458316618,4.4803913582775,2.16993808226025,2.31045327601725,0.00370518505801813,0.016141012224998
"82521","chr3",170330263,170330763,501,"*",4.62717234591135,5.20830445084558,3.6386028898411,1.56970156100449,0.00370535103468869,0.0161411809564674
"105574","chr6",165782057,165782557,501,"*",3.58019544733807,4.34769433225734,1.83204894033919,2.51564539191815,0.00370586122610849,0.016142849086718
"23387","chr11",93570665,93571165,501,"*",3.937319845258,4.63703078135893,2.52543615426007,2.11159462709886,0.00370698867222245,0.0161472057911119
"17677","chr10",110056753,110057253,501,"*",4.3731621733636,4.99173661298694,3.26735579120457,1.72438082178237,0.00370763831084927,0.0161493118249758
"22500","chr11",73973886,73974386,501,"*",7.22972016715183,6.8525740821798,7.52842633076669,-0.675852248586886,0.00370772678074129,0.0161493118249758
"12049","chr1",237166427,237166927,501,"*",3.43807380387798,4.23656461050065,1.49864295450465,2.737921655996,0.00370867596732214,0.0161517823259089
"17530","chr10",105770767,105771267,501,"*",3.43807380387798,4.23656461050065,1.49864295450465,2.737921655996,0.00370867596732214,0.0161517823259089
